sku,prod,brand,rev90,n_ten,n_ord,fonte,erp_stock,supplier_stock,pos,costo,prezzo,comp_min,n_comp,floor_price,target_price,ricarico_target_pct,verdetto,cut_needed
039600073,SPIDIDOL*24CPR RIV 400MG,SPO,246.68,5,19,grossista,0,276,,7.83,9.24,8.69,38,9.24,8.68,10.9,NON_POSIZIONABILE,0
942900414,FOTOPROTECTOR HYDROOIL 200ML,ISD,246.50,3,14,grossista,0,130,,21.67,26.00,20.50,43,24.70,20.49,-5.4,NON_POSIZIONABILE,0
922265335,VITAMINA C PURA 180PAST,GIO,246.38,6,10,grossista,0,298,,14.84,18.25,18.62,47,16.92,18.61,25.4,STANDALONE,0
981044151,NORSAN OMEGA 3 KIDS CARAMELLIN,SS9,246.32,2,6,grossista,0,196,8,12.60,14.67,16.76,34,14.36,16.75,32.9,STANDALONE,0
983791221,DELTACRIN WNT SPR PHARCOS125ML,BDU,246.32,4,5,grossista,0,126,11,46.26,54.15,50.99,32,51.81,50.98,10.2,NON_POSIZIONABILE,0
986122048,PRESERVISION 3D 30CPS MOLLI,P1V,245.90,3,7,grossista,0,754,,21.01,25.21,24.01,41,23.95,24.00,14.2,VIA_PC,1.21
951035753,MAVOSTEN MAGNESIO 120CPS,5MO,245.52,4,6,grossista,0,44,,33.74,0.00,38.68,18,37.79,38.67,14.6,REINSERISCI_prezzo_fb,0
987856566,VIBRACELL 300ML,VBL,245.45,3,5,MAGAZZINO,1,383,,34.24,41.61,31.50,44,38.35,31.49,-8.0,NON_POSIZIONABILE,0
103647020,FRONTLINE COMBO*6PIP GATTI/FUR,FTN,245.42,3,7,grossista,0,252,,32.56,37.44,,,36.47,,,NO_SCRAPER_48h,0
942602665,MGK VIS ORANGE 30BUST,MGK,245.41,6,20,grossista,0,675,,9.99,11.89,11.43,57,11.79,11.42,14.3,NON_POSIZIONABILE,0
973352255,IS CREMA VISO ANTIETA' SPF50,VIC,245.38,4,21,MAGAZZINO,6,83,,15.25,17.84,14.12,39,17.39,14.11,-7.5,NON_POSIZIONABILE,0
990004083,COCOVITD+K2 20ML,"",245.32,2,5,grossista,0,33,,19.53,0.00,24.83,18,22.26,24.82,27.1,REINSERISCI_prezzo_fb,0
930856101,SAUGELLA ASSORBENTI GG 14PZ TP,SAU,244.51,9,34,MAGAZZINO,1,1484,,1.95,2.73,2.90,54,2.30,2.89,48.2,STANDALONE,0
970488829,KIJIMEA COLON IRRITABILE 28CPS,KJI,244.37,3,8,MAGAZZINO,1,44,,26.18,30.63,28.40,36,29.85,28.39,8.4,NON_POSIZIONABILE,0
951305388,BIOTENOR D 30CPS,"",243.30,2,6,MAGAZZINO,1,277,,25.61,0.00,32.76,22,29.19,32.75,27.9,REINSERISCI_prezzo_fb,0
911033278,MEPILEX MEDIC AS 10X10CM 5PZ,MPL,242.88,3,5,grossista,0,291,10,15.86,18.18,21.00,37,18.08,20.99,32.3,STANDALONE,0
989669837,DEFENCE SUN 50+ BB&KID LATTE,BNK,242.84,4,16,grossista,0,88,,13.20,16.24,12.80,43,15.05,12.79,-3.1,NON_POSIZIONABILE,0
989006871,HELIOCARE BRONZE ORALE 60CPS,HEL,242.55,5,9,grossista,0,98,,22.32,26.11,24.48,31,25.44,24.47,9.6,NON_POSIZIONABILE,0
950060689,ADIPOL 30BUST,6EY,242.46,1,2,grossista,0,45,5,16.36,20.64,23.04,16,18.65,23.03,40.8,STANDALONE,0
943865156,CHIRODIAB 30CPR TRISTRATO,LJ1,242.41,3,8,grossista,0,978,,19.07,22.32,20.01,43,21.74,20.00,4.9,NON_POSIZIONABILE,0
984163954,MECLON LENEX EMULGEL 50ML,M2O,242.35,7,12,MAGAZZINO,17,350,,12.05,14.83,16.35,57,13.74,16.34,35.6,STANDALONE,0
951463049,ACIDO IALURONICO 60PAST,GIO,242.34,2,4,grossista,0,62,,15.52,0.00,20.64,20,17.69,20.63,32.9,REINSERISCI_prezzo_fb,0
909468732,VALERIANA 30ML GTT HEEL,GNA,242.29,1,5,grossista,0,115,,15.86,19.03,17.52,39,18.08,17.51,10.4,NON_POSIZIONABILE,0
931153098,AQUACEL EXTRA HYDROFIBER 15X15,CNC,241.80,2,3,grossista,0,24,3,58.06,68.50,64.77,18,65.03,64.76,11.5,NON_POSIZIONABILE,0
951383761,PRINCIPIUM MAGNESIO CB50+ 90CP,PCM,241.62,3,7,grossista,0,347,,14.60,0.00,17.99,30,16.64,17.98,23.2,REINSERISCI_prezzo_fb,0
979131683,MIPROVEN 30CPR,MV5,241.18,4,6,grossista,0,34,,13.39,15.53,17.81,22,15.26,17.80,32.9,STANDALONE,0
986708194,TRICOMNIA OLIO RISTRUTTURANTE,XT0,241.12,3,5,grossista,0,41,7,10.81,12.64,13.59,24,12.32,13.58,25.6,STANDALONE,0
941543631,FLOGERIL FORTE 20BUST,FL0,240.55,5,14,MAGAZZINO,1,1063,,13.67,16.82,15.32,41,15.59,15.31,12.0,NON_POSIZIONABILE,0
950458240,DIMANN PEA 60CPR,"",240.20,2,6,grossista,0,2,,33.24,0.00,41.49,13,37.23,41.48,24.8,REINSERISCI_prezzo_fb,0
982596328,ZYMEREX GONFIORE PLUS 20CPR,YZX,239.70,6,19,grossista,0,477,14,7.58,8.92,8.98,39,8.94,8.97,18.3,STANDALONE,0
046539019,EUPHRALIA*30COLLIRIO MONODOSE,BRN,239.57,6,14,MAGAZZINO,1,298,,12.22,14.91,14.99,46,13.93,14.98,22.6,STANDALONE,0
971747389,AROMATOIL ORIGANO 50OPR,00G,238.98,2,13,grossista,0,71,,16.25,0.00,21.51,16,18.53,21.50,32.3,REINSERISCI_prezzo_fb,0
938121833,PRESERVISION 3 30CPS,P1V,238.92,3,7,grossista,0,301,,21.09,25.30,21.52,43,24.04,21.51,2.0,NON_POSIZIONABILE,0
975448756,HELIOCARE 360 MD AK FLUID 50ML,HEL,238.90,5,10,grossista,0,241,,19.26,22.54,20.12,44,21.96,20.11,4.4,NON_POSIZIONABILE,0
951042795,LACRISUN ANTIOX FL 10ML,"",238.82,2,7,grossista,0,148,,16.48,0.00,21.88,25,18.79,21.87,32.7,REINSERISCI_prezzo_fb,0
920368723,ONETOUCH VERIO GLICEMIA 25STR,ONO,238.53,3,10,grossista,0,1756,9,9.82,11.29,13.06,52,11.59,13.05,32.9,STANDALONE,0
930530593,DERMAFRESH P/ALLERG ALFA LATT,DEF,238.25,8,16,MAGAZZINO,2,27,,6.39,7.86,8.49,41,7.54,8.48,32.7,STANDALONE,0
986474486,SOFFISOF AIR DRY PANTS MAXI M,SFS,238.24,1,4,grossista,0,100,,7.32,0.00,9.74,16,8.64,9.73,32.9,REINSERISCI_prezzo_fb,0
037291097,CAREXIDIL*3FL SOLUZ CUT 60ML2%,"",236.86,2,4,grossista,0,28,7,33.12,40.10,37.67,31,37.09,37.66,13.7,VIA_PC,2.44
985007653,DIMASAL NF SALUGEA 60CPS VEG,"",236.73,3,5,grossista,0,75,7,39.94,46.15,41.00,27,44.73,40.99,2.6,NON_POSIZIONABILE,0
975350986,RESOURCE INSTANT PROTEIN 400G,NES,236.48,1,4,grossista,0,23,7,45.50,52.82,51.93,26,50.96,51.92,14.1,VIA_PC,0.90
939356578,TRISAL C 20BUST,DI4,236.13,2,5,grossista,0,120,10,12.25,14.21,15.80,29,13.97,15.79,28.9,STANDALONE,0
951106018,HEMOPRAN ENDORETTALI 7SUPPOSTE,"",236.10,4,7,grossista,0,148,,11.32,0.00,14.50,26,12.90,14.49,28.0,REINSERISCI_prezzo_fb,0
970225850,PEDIAMAG 10BUST,PED,236.06,4,7,MAGAZZINO,1,423,,14.97,17.96,17.75,40,17.07,17.74,18.5,VIA_PC,0.22
981964947,RILASTIL SUN PPT 50+ BRONZE NF,RIL,236.00,5,14,grossista,0,203,,13.71,16.87,14.11,46,15.63,14.10,2.8,NON_POSIZIONABILE,0
972472841,DUALCOL 30CPR,MMH,235.93,2,10,grossista,0,75,6,15.41,17.94,18.47,29,17.57,18.46,19.8,STANDALONE,0
972143147,URINET 30CPR FILMATE,"",235.45,2,4,grossista,0,45,10,21.07,24.22,27.89,32,24.02,27.88,32.3,STANDALONE,0
903987459,VEA DETERGENTE PROT/LENIT 250M,VEA,235.33,5,7,grossista,0,537,7,13.92,15.88,18.51,38,15.87,18.50,32.9,STANDALONE,0
951449216,TIOBEC 40BUST NF,"",235.32,3,7,grossista,0,216,,22.66,0.00,28.93,25,25.83,28.92,27.6,REINSERISCI_prezzo_fb,0
952051629,PROLAC CORDYCEPS 90CPR,"",235.32,2,5,grossista,0,40,,33.23,0.00,38.93,22,37.22,38.92,17.1,REINSERISCI_prezzo_fb,0
024352054,GAVISCON*24CPR MENTA 500+267MG,GVN,235.07,7,22,MAGAZZINO,2,256,,7.39,9.02,8.43,52,8.72,8.42,13.9,NON_POSIZIONABILE,0
935696916,AROE' 20STICK PACK MONOD,AR2,234.99,5,8,grossista,0,1322,9,13.17,15.14,16.19,53,15.01,16.18,22.9,STANDALONE,0
950219562,APOVARY 20CPS,6EY,234.82,3,8,grossista,0,150,9,17.29,20.25,23.00,26,19.71,22.99,33.0,STANDALONE,0
905080432,IMMUN'AGE FORTE 60BUST,NAD,234.75,2,2,grossista,0,510,,72.69,87.23,76.90,54,81.41,76.89,5.8,NON_POSIZIONABILE,0
930993276,ANONET LIQUIDO FOAMER 150ML,ANO,234.52,8,19,grossista,0,1260,,10.94,13.02,7.90,50,12.47,7.89,-27.9,NON_POSIZIONABILE,0
978843910,REMESCAR CORR RUGHE ISTANT,RE2,234.24,4,14,MAGAZZINO,7,1969,,21.30,25.88,20.86,33,24.28,20.85,-2.1,NON_POSIZIONABILE,0
987038320,HIFAS EQUILIBRIUM 60CPS,"",233.93,2,4,grossista,0,90,,32.55,0.00,38.10,21,36.46,38.09,17.0,REINSERISCI_prezzo_fb,0
972767370,BESAME 100 30CPR,CD7,233.92,3,8,grossista,0,141,,19.79,22.96,22.92,42,22.56,22.91,15.8,VIA_PC,0.05
951036161,ESIFAL PLUS 20STICK 15ML,"",233.25,4,5,grossista,0,225,,14.08,0.00,18.73,24,16.05,18.72,33.0,REINSERISCI_prezzo_fb,0
951364001,DIETFORMPIC 60CPS,"",233.21,1,4,grossista,0,142,,24.57,0.00,28.30,20,28.01,28.29,15.1,REINSERISCI_prezzo_fb,0
020051037,"FOILLE INSETTI*CREMA 15G 0,5%",FOE,233.20,9,34,MAGAZZINO,2,129,,5.24,6.39,6.42,53,6.18,6.41,22.3,STANDALONE,0
951338779,ACCIAIOVIS-T 180PAST,GIO,233.20,3,7,grossista,0,64,,27.42,0.00,31.78,17,31.26,31.77,15.9,REINSERISCI_prezzo_fb,0
941500769,CHIROTIR SELENIO 30CPR,"",232.94,3,8,grossista,0,192,,15.91,19.09,20.62,45,18.14,20.61,29.5,STANDALONE,0
971064201,METARELAX NEW 90CPR,MLX,232.84,6,11,grossista,0,427,,19.61,23.54,20.96,40,22.36,20.95,6.8,NON_POSIZIONABILE,0
988014357,CD36 ATEROMASE 45CPS,"",232.67,2,6,grossista,0,17,,18.70,0.00,24.53,18,21.32,24.52,31.1,REINSERISCI_prezzo_fb,0
988665600,DEFASIL 30STICK,MDN,232.64,2,7,MAGAZZINO,1,114,,17.64,21.44,22.49,34,20.11,22.48,27.4,STANDALONE,0
943815175,CARDIOLIPID 10 GREEN 30CPR RIV,"",232.44,3,5,grossista,0,100,6,17.93,21.45,23.85,29,20.44,23.84,33.0,STANDALONE,0
971736881,MIOACTIVA 30CPR,5XH,232.29,1,6,grossista,0,26,,19.60,22.74,25.71,23,22.34,25.70,31.1,STANDALONE,0
987681727,MELATONINA IBSA 30FILM ORALI,0BS,231.88,3,11,MAGAZZINO,6,605,,8.75,10.76,10.24,62,10.32,10.23,16.9,NON_POSIZIONABILE,0
971528171,TRIUM GOCCE OCULARI 10ML,TUM,231.68,6,16,grossista,0,323,9,14.27,16.61,18.98,39,16.27,18.97,32.9,STANDALONE,0
920097538,DERCOS SHAMPOO ENERG 400ML,VIC,231.45,5,16,grossista,0,592,,12.09,14.87,13.10,59,13.78,13.09,8.3,NON_POSIZIONABILE,0
952110423,TRIDERM BIPACK OLIO DOCCIA DET,BNK,231.45,3,7,grossista,0,43,,19.41,0.00,19.90,21,22.13,19.89,2.5,NON_POSIZIONABILE,0
984845925,VITAMINA D3 IBSA 1000UI 30FILM,0BS,231.07,6,15,MAGAZZINO,3,864,,8.75,10.76,10.22,59,10.32,10.21,16.7,NON_POSIZIONABILE,0
945185938,AXIMAGNESIO POLVERE 252G,SWB,230.17,3,7,grossista,0,43,,18.73,22.48,17.19,40,21.35,17.18,-8.3,NON_POSIZIONABILE,0
989814215,RILASTIL SUN SPF50 DRY TOUCH,RIL,229.97,5,13,grossista,0,24,,15.21,17.80,14.65,31,17.34,14.64,-3.7,NON_POSIZIONABILE,0
975535384,Q DIET PSYLLIUM PET POLVERE90G,QVT,228.91,5,11,grossista,0,7,5,10.92,12.81,13.81,27,12.45,13.80,26.4,STANDALONE,0
951050766,PREVIFLAN PLUS ENERGY 60CPR,"",228.89,2,4,grossista,0,33,,32.23,0.00,41.81,20,36.10,41.80,29.7,REINSERISCI_prezzo_fb,0
985713787,PURONERV DOL 60CPS,TLB,228.85,3,5,grossista,0,29,4,27.38,32.45,34.88,18,31.21,34.87,27.4,STANDALONE,0
977544814,VITAMINA D 4000UI 168CPR MAST,ME1,228.83,2,7,MAGAZZINO,1,829,,26.70,32.44,26.61,50,30.43,26.60,-0.4,NON_POSIZIONABILE,0
930045366,ADEFLUVINA RETARD 30CPR,VA1,228.50,2,5,MAGAZZINO,1,222,6,18.77,22.08,24.96,37,21.39,24.95,32.9,STANDALONE,0
972471902,BOWELL 14STICK OROSOLUBILI,OME,228.50,4,9,grossista,0,305,8,12.80,14.93,15.75,32,14.59,15.74,23.0,STANDALONE,0
906995776,INTAKE 10FL 10ML,"",227.70,4,4,grossista,0,211,,15.37,18.44,19.89,36,17.52,19.88,29.3,STANDALONE,0
904976141,BIODERM PASTA BARRIERA ZN500ML,BD1,227.56,3,8,grossista,0,118,10,19.00,22.50,21.90,25,21.66,21.89,15.2,VIA_PC,0.61
971483615,ANTHELIOS SPRAY INV VISO 50+,LAR,227.55,5,18,grossista,0,1327,,11.50,13.69,12.59,62,13.11,12.58,9.4,NON_POSIZIONABILE,0
923514549,VULVOVAGI SPRAY 20ML,BG0,227.36,3,7,grossista,0,214,10,17.56,20.52,20.70,33,20.02,20.69,17.8,STANDALONE,0
951366778,DICOFLOR GOCCE 6ML,DLL,226.71,4,10,MAGAZZINO,1,1527,,14.64,18.01,16.60,46,16.69,16.59,13.3,NON_POSIZIONABILE,0
989669825,DEFENCE SUN 50+ BB&KID FLUIDO,BNK,226.04,5,16,grossista,0,218,,13.19,16.22,12.79,40,15.04,12.78,-3.1,NON_POSIZIONABILE,0
983039936,AVENE SOL CREMA SPF50+ S/PROF,AVE,225.49,7,20,MAGAZZINO,1,321,,9.88,11.97,12.59,54,11.66,12.58,27.3,STANDALONE,0
978271726,EZIMEGA3 20CPR,EZI,225.47,2,5,grossista,0,286,,16.64,19.31,20.77,48,18.97,20.76,24.8,STANDALONE,0
987380185,MAGNESIO SUPREMO 20STICK,NPO,224.87,6,18,MAGAZZINO,10,1113,,10.26,12.62,14.55,59,11.70,14.54,41.7,STANDALONE,0
951615261,REUMADEP 45CPS,RUP,224.79,1,4,grossista,0,81,,23.91,0.00,30.64,30,27.26,30.63,28.1,REINSERISCI_prezzo_fb,0
989677505,EVEXIA FAST GOCCE 40ML,CD7,224.76,4,8,grossista,0,757,,23.74,28.49,27.18,30,27.06,27.17,14.4,VIA_PC,1.32
951090339,DASUQUIN S/M CANI <25KG 80CPR,"",224.55,1,4,grossista,0,6,,48.25,0.00,58.30,16,54.04,58.29,20.8,REINSERISCI_prezzo_fb,0
983040130,VIDERMINA LUBRIPIU' OVULI VAG,VID,224.43,6,14,MAGAZZINO,2,1250,,12.50,15.37,14.06,50,14.25,14.05,12.4,NON_POSIZIONABILE,0
986112720,CARTILAGEA SALUGEA 18FL,S0U,224.41,2,3,grossista,0,47,8,34.93,40.51,41.09,34,39.12,41.08,17.6,STANDALONE,0
939928127,RETINCARE 30ML,DCO,224.32,3,7,grossista,0,152,,29.62,35.55,33.79,47,33.77,33.78,14.0,VIA_PC,1.77
985001433,ACUMAFERT 20BUST,"",224.17,2,4,grossista,0,102,7,23.89,30.43,31.63,15,27.23,31.62,32.4,STANDALONE,0
976391159,SENSIVEN 50+ 50ML,SF8,224.12,6,9,MAGAZZINO,1,621,,20.08,24.40,24.46,40,22.89,24.45,21.8,STANDALONE,0
951318245,UROBERRY 72 10BUST,"",224.09,3,4,grossista,0,26,,15.86,0.00,22.31,25,18.08,22.30,40.6,REINSERISCI_prezzo_fb,0
951459799,ISTAMINSOL 30CPS,HN0,224.00,3,9,grossista,0,66,,19.13,0.00,21.38,15,21.81,21.37,11.7,NON_POSIZIONABILE,0
945055073,PRINCIPIUM FLORBIOMA 24CPR,PCM,223.62,4,10,grossista,0,426,4,10.37,12.07,13.88,39,11.82,13.87,33.8,STANDALONE,0
951269531,URELAX FLOGO 60CPR,"",223.60,3,6,grossista,0,205,,19.61,0.00,25.55,32,22.36,25.54,30.2,REINSERISCI_prezzo_fb,0
985683984,PESO STOP BRUCIA GRASSI 80CPR,ERV,223.45,2,12,grossista,0,44,,14.15,17.40,15.19,28,16.13,15.18,7.3,NON_POSIZIONABILE,0
985670898,MICO FIVE 70CPS,FND,223.37,2,4,grossista,0,4,6,44.22,50.99,48.00,20,49.53,47.99,8.5,NON_POSIZIONABILE,0
024964037,NIZORAL*CREMA DERM 30G 2%,NIZ,223.27,5,15,grossista,0,355,7,10.20,12.08,12.59,44,11.63,12.58,23.3,STANDALONE,0
935812382,EPACLIN PLUS 30CPS,MYH,223.22,4,8,MAGAZZINO,1,287,,19.12,23.23,22.94,35,21.79,22.93,19.9,VIA_PC,0.30
943330353,MASSIGEN VITAMINA D 2000 UI,MSG,223.04,6,28,MAGAZZINO,1,559,,5.57,7.24,5.96,46,6.57,5.95,6.8,NON_POSIZIONABILE,0
940321476,AFROGIN 30CPR,SHD,222.92,3,8,grossista,0,180,9,17.82,20.47,21.54,35,20.31,21.53,20.8,STANDALONE,0
987867797,ZREEN VITAMINA D3 P 5000 20ML,ZRV,222.88,3,8,grossista,0,92,,26.64,0.00,33.92,24,30.37,33.91,27.3,REINSERISCI_prezzo_fb,0
987055860,COLLIRIO ALFA IDRATANTE 10F,CFA,222.78,8,35,MAGAZZINO,30,169,,4.49,5.66,7.01,60,5.30,7.00,55.9,STANDALONE,0
947323832,FLEBOMIX MICROCIRCOLO 30CPR,AI0,222.75,2,6,grossista,0,35,6,15.48,18.34,20.50,23,17.65,20.49,32.4,STANDALONE,0
042028047,OKITASK*20CPR RIV 40MG,OKI,222.55,7,25,MAGAZZINO,2,119,,6.29,7.68,8.15,52,7.42,8.14,29.4,STANDALONE,0
971141193,CEBION MAST ARANCIA VIT C20CPR,CEB,222.44,6,18,grossista,0,126,,4.71,5.79,6.11,72,5.56,6.10,29.5,STANDALONE,0
951459775,GYMNESOL NEW 48CPR,HN0,222.22,2,7,grossista,0,30,,12.82,0.00,15.37,26,14.61,15.36,19.8,REINSERISCI_prezzo_fb,0
950247991,SINERCI VITAMINA C SINER 2VASI,CEN,221.89,3,4,MAGAZZINO,6,59,1,27.50,34.14,35.00,23,31.35,34.99,27.2,STANDALONE,0
985592260,RILASTIL SUN SYS BB LATTE 50+,RIL,221.82,2,13,grossista,0,70,,18.32,21.44,14.53,36,20.88,14.52,-20.7,NON_POSIZIONABILE,0
990540421,ANEDOX 30CPR,A2X,221.16,4,7,grossista,0,190,,19.35,0.00,25.29,31,22.06,25.28,30.6,REINSERISCI_prezzo_fb,0
935982785,MELAMIL TRIPTO HUMANA 30ML,HUM,221.13,2,9,MAGAZZINO,1,326,,19.72,23.91,22.24,53,22.48,22.23,12.7,NON_POSIZIONABILE,0
989669888,DEFENCE SUN 50+ LATTE FLU200ML,BNK,220.61,6,17,grossista,0,160,,11.61,14.29,14.95,40,13.24,14.94,28.7,STANDALONE,0
981042916,RILASTIL SUN PPT 50+ LATTE VEL,RIL,219.95,7,14,grossista,0,121,,14.03,17.26,14.46,51,15.99,14.45,3.0,NON_POSIZIONABILE,0
985592916,ANACAPS REACTIV CAP OCCAS30CPS,DUC,219.82,2,5,grossista,0,176,,16.51,19.81,16.08,42,18.82,16.07,-2.7,NON_POSIZIONABILE,0
947074062,RILASTIL SUN SYS LTT DOPO400ML,RIL,219.64,5,16,grossista,0,160,,13.51,16.61,14.59,37,15.40,14.58,7.9,NON_POSIZIONABILE,0
952126124,ULTRA PEP BRUCIAGRASSI FT NEW,UPP,219.64,2,3,grossista,0,68,,21.54,0.00,28.19,21,24.56,28.18,30.8,REINSERISCI_prezzo_fb,0
939152548,DAGA 30CPR,DAA,219.08,1,5,grossista,0,120,8,17.38,21.20,22.19,28,19.81,22.18,27.6,STANDALONE,0
924317264,DRUSENOFF 30CPR,OFH,219.00,2,6,MAGAZZINO,1,487,,17.42,21.17,20.08,44,19.86,20.07,15.2,VIA_PC,1.10
980340475,"CURASEPT COLL0,12 200MLADS+DNA",CUR,219.00,7,25,MAGAZZINO,6,2638,,5.44,6.69,7.23,70,6.42,7.22,32.7,STANDALONE,0
984513895,TROSPATA 500 20BUST,"",218.48,2,4,grossista,0,27,8,20.69,25.18,25.99,22,23.59,25.98,25.6,STANDALONE,0
942610128,CALCOREL CCS 20BUST,HLU,218.08,1,4,grossista,0,152,7,16.09,18.74,21.40,28,18.34,21.39,32.9,STANDALONE,0
947074011,RILASTIL SUN SYS TRANSP SPF15,RIL,217.92,4,12,grossista,0,222,,13.79,16.41,14.26,46,15.72,14.25,3.3,NON_POSIZIONABILE,0
925336416,AQUACEL AG+ EXTRA 5X5CM 10PZ,AQC,217.86,2,5,grossista,0,298,4,34.88,39.28,35.98,32,39.07,35.97,3.1,NON_POSIZIONABILE,0
985723675,PEDIAVIT GOCCE 15ML,9PD,217.82,3,8,grossista,0,367,5,13.60,15.83,17.75,36,15.50,17.74,30.4,STANDALONE,0
951269505,MIGRATENS 14BUST,"",217.52,5,6,grossista,0,112,,17.58,0.00,23.10,25,20.04,23.09,31.3,REINSERISCI_prezzo_fb,0
900109442,POLASE SPORT 10BUST,POE,217.49,5,12,grossista,0,332,,12.09,14.87,12.89,38,13.78,12.88,6.5,NON_POSIZIONABILE,0
925329500,ALOEVERA2 SUCCO P ALOE DO CONC,AV2,217.24,3,9,grossista,0,543,,13.86,17.05,14.86,50,15.80,14.85,7.1,NON_POSIZIONABILE,0
984654285,FERROSTICK 30STICK,"",216.96,3,4,grossista,0,19,7,16.35,19.27,21.75,22,18.64,21.74,33.0,STANDALONE,0
975519240,MAVOSTEN 20CPR,5MO,216.61,3,4,MAGAZZINO,1,200,,27.12,32.95,30.09,45,30.91,30.08,10.9,NON_POSIZIONABILE,0
016242149,BENAGOL*36PAST MIELE LIMONE,BEG,216.39,8,21,MAGAZZINO,2,191,,8.39,10.24,9.62,46,9.90,9.61,14.5,NON_POSIZIONABILE,0
942531296,SUPERCOLON 30CPR,NPS,216.36,2,6,grossista,0,100,2,19.12,22.18,25.03,25,21.80,25.02,30.9,STANDALONE,0
980299729,"CURASEPT COLL0,05 200MLADS+DNA",CUR,216.33,4,13,MAGAZZINO,1,840,,5.33,6.34,7.14,65,6.29,7.13,33.8,STANDALONE,0
980812554,MINICLIS ADULTI 9G 12MICROCLIS,M3C,216.03,7,19,MAGAZZINO,1,1376,,5.23,6.22,5.41,27,6.17,5.40,3.3,NON_POSIZIONABILE,0
951385246,DICOFLOR 60 30CPS,DLL,215.97,4,10,grossista,0,924,,17.93,21.52,21.85,39,20.44,21.84,21.8,STANDALONE,0
952121073,CICLYDAN 30CPR,"",215.76,1,8,grossista,0,127,,17.95,0.00,23.61,22,20.46,23.60,31.5,REINSERISCI_prezzo_fb,0
989813415,GLOBIFER 40CPR,"",215.76,5,8,MAGAZZINO,1,529,,18.22,22.13,22.34,29,20.77,22.33,22.6,STANDALONE,0
951564196,DERCOS TECHNIQUE SH A/FORF GR,VIC,215.69,4,13,grossista,0,76,,16.29,0.00,16.93,27,18.57,16.92,3.9,NON_POSIZIONABILE,0
981498987,ROC SOLARE CORPO 30 IDRATANTE,ROC,215.34,4,24,grossista,0,52,,13.63,16.22,12.50,26,15.54,12.49,-8.4,NON_POSIZIONABILE,0
977662042,AVENE CICALFATE+CR RISTRU100ML,AVE,215.23,7,15,grossista,0,783,,13.47,16.03,16.10,57,15.36,16.09,19.5,STANDALONE,0
906496928,PROXEED NF 20BUST,P07,215.09,1,2,grossista,0,100,2,29.90,37.87,39.78,11,34.09,39.77,33.0,STANDALONE,0
941113300,VENAPLUS 30CPR,"",214.99,2,3,grossista,0,99,6,20.53,23.96,26.73,31,23.40,26.72,30.2,STANDALONE,0
041962034,ASPIRINA DOLORE INF*20CPR500MG,ASR,214.98,8,25,MAGAZZINO,12,366,,6.05,7.38,8.03,56,7.14,8.02,32.6,STANDALONE,0
924415235,SUPRADYN ENERGY 70CARAM,SPY,214.69,9,17,MAGAZZINO,5,322,,9.13,11.23,11.45,66,10.77,11.44,25.3,STANDALONE,0
950952768,PUROFLOG SOLUZIONE OFT 10ML,"",214.33,4,7,grossista,0,289,,11.77,0.00,15.65,26,13.42,15.64,32.9,REINSERISCI_prezzo_fb,0
903412435,MIRTILLO PLUS SUCCO CONC 100ML,ABO,214.25,2,2,grossista,0,83,,19.59,23.51,21.46,40,22.33,21.45,9.5,NON_POSIZIONABILE,0
950845077,APOSER 30CPS VEGETALI,"",214.06,2,5,grossista,0,62,,15.65,0.00,22.25,13,17.84,22.24,42.1,REINSERISCI_prezzo_fb,0
971064225,METARELAX NEW 40BUST,MLX,214.05,4,9,grossista,0,312,,19.16,22.59,21.56,41,21.84,21.55,12.5,NON_POSIZIONABILE,0
983750377,NUTRAMET FIBRA 320G,U07,213.97,3,7,grossista,0,178,6,18.49,21.55,22.39,34,21.08,22.38,21.0,STANDALONE,0
922250156,DMG-GOLD 50ML,EBL,213.92,2,5,grossista,0,153,,23.17,26.87,24.50,36,26.41,24.49,5.7,NON_POSIZIONABILE,0
989669799,DEFENCE SUN 30 SPRAY 200ML,BNK,213.86,5,19,grossista,0,91,,13.96,0.00,12.79,45,15.91,12.78,-8.5,NON_POSIZIONABILE,0
909463008,RECKEWEG VC15 FORTE 24F OS,RCK,213.69,4,6,grossista,0,106,,33.70,40.45,33.83,40,37.74,33.82,0.4,NON_POSIZIONABILE,0
931052500,XVENO 30CPR,0LS,213.34,1,7,grossista,0,114,8,14.55,17.09,19.35,22,16.59,19.34,32.9,STANDALONE,0
022816072,"SOMATOLINE*EMULS 15BS 0,1+0,3%",SOM,213.08,4,9,grossista,0,25,,23.01,27.15,22.03,30,26.23,22.02,-4.3,NON_POSIZIONABILE,0
904436146,CONFORM2 PLACCA 70MM R13-57 5P,HOL,212.36,3,3,grossista,0,24,8,13.88,15.98,18.46,24,15.82,18.45,32.9,STANDALONE,0
931661870,ANDROCLEAN DET INTIMO MASCHILE,"",212.36,4,7,grossista,0,167,,16.98,19.87,19.80,36,19.36,19.79,16.5,VIA_PC,0.08
935662623,SUPRADYN RICARICA 50+ 30CPR,SPY,211.95,5,14,MAGAZZINO,4,378,,13.00,15.99,16.59,73,14.82,16.58,27.5,STANDALONE,0
985496773,PROCTOLYN INTEGRA PL FT 14BUST,PTY,211.86,2,11,grossista,0,190,,11.42,14.04,10.94,37,13.02,10.93,-4.3,NON_POSIZIONABILE,0
