sku,prod,brand,rev90,n_ten,n_ord,fonte,erp_stock,supplier_stock,pos,costo,prezzo,comp_min,n_comp,floor_price,target_price,ricarico_target_pct,verdetto,cut_needed
932711765,Q200 30CPS,LV4,446.31,2,9,grossista,0,100,6,16.40,19.14,21.49,26,18.70,21.48,31.0,STANDALONE,0
881500247,RELYS MULTIDOSE 10ML,"",445.81,5,12,grossista,0,269,,15.96,18.52,19.59,41,18.19,19.58,22.7,STANDALONE,0
041545056,GAVISCON BRUCIORE E INDIG*48BS,GVN,445.71,9,23,MAGAZZINO,1,19,,15.82,19.30,17.45,30,18.03,17.44,10.2,NON_POSIZIONABILE,0
900489360,GASTROTUSS SCIROPPO 500ML,DMG,445.62,3,10,MAGAZZINO,1,193,,13.62,16.75,16.29,47,15.52,16.28,19.5,VIA_PC,0.47
951998968,DICOELLE REPAIR 10OV,"",442.52,4,11,grossista,0,252,,17.52,0.00,20.93,34,19.97,20.92,19.4,REINSERISCI_prezzo_fb,0
951870462,BUTIR PLUS 15+15CPR,"",442.19,2,12,grossista,0,100,,16.95,0.00,22.10,26,19.32,22.09,30.3,REINSERISCI_prezzo_fb,0
984767552,CICAPLAST BAUME B5+ 100ML,LAR,441.38,7,28,grossista,0,348,,14.86,18.28,16.89,56,16.94,16.88,13.6,NON_POSIZIONABILE,0
023703010,MECLON*10 OVULI VAG 100+500MG,M2O,441.29,9,32,MAGAZZINO,7,812,,11.72,13.32,15.72,62,13.36,15.71,34.0,STANDALONE,0
930550254,BARIATRIC 30CPR,"",440.50,2,11,MAGAZZINO,1,1676,,17.61,21.40,20.72,41,20.08,20.71,17.6,VIA_PC,0.69
924531155,IDEAL SOLEIL SPRAY INVISIBLE50,VIC,440.40,2,34,MAGAZZINO,11,11,,14.87,17.40,14.94,33,16.95,14.93,0.4,NON_POSIZIONABILE,0
944008287,IVUXUR 14CPR,ONH,439.78,3,10,MAGAZZINO,1,220,,20.23,24.58,24.27,46,23.06,24.26,19.9,VIA_PC,0.32
942002888,AFTER SUN LOZIONE SPRAY 200ML,ISD,439.06,5,37,grossista,0,144,,14.81,18.22,15.07,49,16.88,15.06,1.7,NON_POSIZIONABILE,0
049770050,ARTEMIS*60CPR RIV 500MG,"",438.02,3,18,MAGAZZINO,2,69,,18.15,22.14,17.35,24,20.69,17.34,-4.5,NON_POSIZIONABILE,0
937396493,MEMOSINE 30CPR,"",437.55,3,11,grossista,0,125,10,23.49,27.38,30.84,40,26.78,30.83,31.2,STANDALONE,0
950990150,REGOLART 30CPR,"",437.36,3,11,grossista,0,126,,21.87,0.00,29.06,29,24.93,29.05,32.8,REINSERISCI_prezzo_fb,0
931477184,VSL3 20CPS,AC2,433.67,4,16,grossista,0,408,,17.15,20.06,21.18,28,19.55,21.17,23.4,STANDALONE,0
035500040,VOLTADVANCE*OS POLV 20BUST25MG,VLA,432.14,8,34,MAGAZZINO,7,295,,7.22,8.80,9.41,67,8.51,9.40,30.2,STANDALONE,0
940127766,MAGNESIO BISGLICINATO 60CPS,KOS,431.34,6,30,grossista,0,224,,8.37,0.00,10.33,30,9.88,10.32,23.3,REINSERISCI_prezzo_fb,0
942459746,CHIROFERT PLUS 20CPR TRISTRATO,LJ1,429.97,5,20,MAGAZZINO,1,1902,,21.63,25.09,,,24.65,,,NO_SCRAPER_48h,0
972760110,REVEE SCAR GEL 20G,EVE,429.53,3,14,grossista,0,307,10,27.39,32.40,34.70,36,31.22,34.69,26.7,STANDALONE,0
989894492,PREMIER CRU SIERO 30ML,CAU,428.03,3,8,grossista,0,53,,69.53,0.00,54.31,32,77.87,54.30,-21.9,NON_POSIZIONABILE,0
950075782,FEMAL INCOCONTROL 30CPS,SHI,427.99,4,11,grossista,0,244,5,27.39,32.22,32.37,29,31.22,32.36,18.1,STANDALONE,0
981626789,HELIOCARE 360 FLUID SPRAYSPF50,HEL,427.29,5,18,grossista,0,182,,18.62,21.60,18.99,36,21.23,18.98,1.9,NON_POSIZIONABILE,0
984619041,CENTROVISION 4 PLUS 30TAV,MVS,426.65,4,10,grossista,0,179,6,15.26,17.98,19.93,33,17.40,19.92,30.5,STANDALONE,0
976320820,HYALISTIL BIO PF GTT OCUL 10ML,HYA,426.62,6,14,MAGAZZINO,1,326,,19.06,23.16,20.73,42,21.73,20.72,8.7,NON_POSIZIONABILE,0
025833068,GYNOCANESTEN*CREMA VAG 30G 2%,GYC,426.48,9,35,MAGAZZINO,18,1373,,11.00,13.42,12.30,63,12.54,12.29,11.7,NON_POSIZIONABILE,0
926231883,ANTHELIOS SPRAY INVISIBILE 50+,LAR,426.02,9,27,MAGAZZINO,24,529,,12.72,14.63,14.59,62,14.51,14.58,14.6,VIA_PC,0.05
984159311,DEXERYL 500G C/POMPA,PIE,425.97,9,27,MAGAZZINO,3,3056,,14.40,17.13,14.29,64,16.41,14.28,-0.8,NON_POSIZIONABILE,0
942059801,RELAXIGEN PET CANE 20CPR,NBF,425.90,4,11,grossista,0,615,,15.18,17.61,19.23,57,17.31,19.22,26.6,STANDALONE,0
903970921,AVENE ACQUA TERMALE SPR 300ML,AVE,424.88,7,41,MAGAZZINO,7,2672,,8.44,10.05,10.99,75,9.96,10.98,30.1,STANDALONE,0
926115041,NUTRIDRINK VANIGLIA 4X200ML,NTD,424.87,3,6,MAGAZZINO,2,17,,13.87,16.51,15.49,34,15.81,15.48,11.6,NON_POSIZIONABILE,0
931032484,GINEDIE CAPSULE VAGINALI 8PZ,GIE,424.73,3,14,MAGAZZINO,1,448,,15.69,19.06,19.69,32,17.89,19.68,25.4,STANDALONE,0
947261727,GLICOSET 30CPR,"",424.59,4,15,MAGAZZINO,2,564,,13.11,16.13,14.65,49,14.95,14.64,11.7,NON_POSIZIONABILE,0
944324209,PREFOLIC MAMMA 30CPR,ZAM,424.54,4,17,grossista,0,269,,13.33,16.40,17.03,41,15.20,17.02,27.7,STANDALONE,0
984158648,PROGEPRIL 28CPR,NAD,424.31,5,20,MAGAZZINO,1,1148,,13.46,16.56,17.69,52,15.35,17.68,31.4,STANDALONE,0
980534503,MAVOSTEN FORTE 20CPR,5MO,424.05,5,13,grossista,0,100,,30.00,36.00,33.89,38,34.20,33.88,12.9,NON_POSIZIONABILE,0
983273931,LINES SP DERM PANTS MAXI L 10P,"",423.94,2,4,grossista,0,145,,9.06,0.00,11.65,31,10.69,11.64,28.5,REINSERISCI_prezzo_fb,0
951486214,PEDIATRICS BODY LOTION SPF50,ISD,423.74,3,20,grossista,0,60,,22.96,0.00,23.05,33,26.17,23.04,0.3,NON_POSIZIONABILE,0
982667661,DIOSMIR 1000 30BUST,"",423.46,3,9,grossista,0,271,9,20.61,24.36,27.33,24,23.50,27.32,32.6,STANDALONE,0
986621631,UREC 30BUST,"",422.27,3,11,MAGAZZINO,1,255,,20.58,25.01,26.37,32,23.46,26.36,28.1,STANDALONE,0
983591900,ESI NORMOLIP 5 FORTE 60CPR,NLP,421.99,7,14,grossista,0,60,,20.70,24.84,20.25,51,23.60,20.24,-2.2,NON_POSIZIONABILE,0
942848957,DRENAXIL 500ML,B0X,421.67,2,15,grossista,0,117,6,16.91,20.79,22.49,28,19.28,22.48,32.9,STANDALONE,0
988657134,KYMAX 15BUST,ONH,421.54,3,9,grossista,0,148,5,26.72,31.01,33.93,26,30.46,33.92,26.9,STANDALONE,0
925562504,"THEALOZ GEL 30MONOD 0,4G",THA,420.89,7,19,grossista,0,492,,13.77,16.94,17.99,45,15.70,17.98,30.6,STANDALONE,0
989028473,ACMED PRO 30STICK,LGF,420.00,6,16,grossista,0,202,4,20.14,23.48,26.67,27,22.96,26.66,32.4,STANDALONE,0
935340442,NOSIFOL-D 30BUST,"",416.52,5,10,grossista,0,582,8,17.90,20.82,22.95,39,20.41,22.94,28.2,STANDALONE,0
977176205,PERICLIM FORTE 60STICK,S&R,414.25,5,14,MAGAZZINO,1,535,,28.48,34.60,24.26,36,32.47,24.25,-14.9,NON_POSIZIONABILE,0
989874589,SAGINIL GEL 40ML,"",413.45,4,16,grossista,0,693,6,13.33,15.68,17.69,39,15.20,17.68,32.6,STANDALONE,0
952089441,KORNEAKER UNGUENTO 5G,"",412.99,3,8,grossista,0,163,,10.60,0.00,14.03,24,12.08,14.02,32.3,REINSERISCI_prezzo_fb,0
939062725,TAE X INVERSE VITILIGO SUNCARE,BIO,412.43,2,14,grossista,0,68,8,20.63,24.32,23.49,32,23.52,23.48,13.8,NON_POSIZIONABILE,0
987670231,LUJA CATETERE DONNA CH12 30PZ,CLP,410.90,1,1,grossista,0,1,,70.06,0.00,83.39,12,78.47,83.38,19.0,REINSERISCI_prezzo_fb,0
013046040,ENTEROGERMINA*OS 20FL 2MLD/5ML,ENT,410.29,7,20,MAGAZZINO,4,375,,16.06,19.59,18.49,54,18.31,18.48,15.1,VIA_PC,1.11
950985818,KUKIDENT BIPACCO MORSO INSUPER,KUK,409.45,4,11,grossista,0,304,,18.85,22.62,21.62,34,21.49,21.61,14.6,VIA_PC,1.01
987747995,FORTIFLORA CANE PLUS 30BUST,9PP,409.36,6,11,grossista,0,68,,25.05,29.05,27.50,35,28.56,27.49,9.7,NON_POSIZIONABILE,0
033262078,BENACTIV GOLA*16PASTL ARAN S/Z,BEC,408.89,9,44,MAGAZZINO,1,522,,6.30,7.69,7.50,56,7.44,7.49,18.9,VIA_PC,0.20
976282018,ASTENOMIRT 15FL 10ML,BDU,408.01,6,11,MAGAZZINO,1,286,,15.44,18.76,19.01,39,17.61,19.00,23.1,STANDALONE,0
989894516,PREMIER CRU CREMA RIC 50ML,CAU,407.74,3,9,grossista,0,22,,59.05,0.00,53.89,30,66.14,53.88,-8.8,NON_POSIZIONABILE,0
977668185,NATALBEN INSIEME NEW 60CPS,ITL,407.69,4,16,grossista,0,2085,,20.35,24.42,22.39,47,23.20,22.38,10.0,NON_POSIZIONABILE,0
987905116,RISCHIARIL FORTE 30BUST,"",407.69,2,6,MAGAZZINO,1,173,,50.79,59.42,53.02,38,56.88,53.01,4.4,NON_POSIZIONABILE,0
935228724,MIALGIL 20BUST,"",407.04,3,8,grossista,0,41,6,22.77,26.73,29.25,29,25.96,29.24,28.4,STANDALONE,0
931989329,ILLUMINA 20CPR,CR3,406.94,4,16,MAGAZZINO,1,676,,19.36,23.52,21.52,53,22.07,21.51,11.1,NON_POSIZIONABILE,0
949705798,PEDIATRICS STICK SPF50 20G,ISD,406.76,3,23,grossista,0,57,,20.14,0.00,20.06,31,22.96,20.05,-0.4,NON_POSIZIONABILE,0
970712939,OSTEO GHEOS FUNZIONALE 180CPR,GHS,406.61,3,8,grossista,0,53,4,39.61,47.06,48.95,31,44.36,48.94,23.6,STANDALONE,0
905163679,OZIDERM POLVERE 75G,"",406.31,5,16,grossista,0,1063,8,16.46,19.24,20.38,44,18.76,20.37,23.8,STANDALONE,0
942943109,ARTROGEN ADVANCE 20BUST 10G,MRT,406.12,6,17,grossista,0,404,,11.32,13.13,13.97,46,12.90,13.96,23.3,STANDALONE,0
923135356,REDONYL ULTRA 150MG 60CPS,1N7,404.52,5,12,MAGAZZINO,1,212,,30.74,37.35,32.13,43,34.43,32.12,4.5,NON_POSIZIONABILE,0
941576617,XINEPA EASY 30STICK OROSOL 75G,ONH,404.43,5,13,grossista,0,325,9,22.76,26.66,25.03,42,25.95,25.02,9.9,NON_POSIZIONABILE,0
952004099,TELEANGYL PROTECT SPF50+ PHARC,PHA,403.99,4,15,grossista,0,176,,26.54,0.00,33.96,26,30.26,33.95,27.9,REINSERISCI_prezzo_fb,0
970255511,HELIOCARE 360 30CPS,HEL,403.86,6,12,grossista,0,175,,21.09,24.67,23.96,50,24.04,23.95,13.6,NON_POSIZIONABILE,0
975824145,NEOCARVI 36CPS,2L4,403.31,6,19,MAGAZZINO,1,1859,,14.74,18.13,17.43,45,16.80,17.42,18.2,VIA_PC,0.71
927204560,NEOFITOROID BIOPOMATA 40ML,ABO,403.30,9,31,grossista,0,976,,10.18,12.52,12.19,62,11.61,12.18,19.6,VIA_PC,0.34
951044433,SOLUZIONE SCHOUM ADVANCE FORTE,SZM,402.41,7,15,MAGAZZINO,1,469,2,8.80,10.67,12.29,42,10.38,12.28,39.5,STANDALONE,0
951175557,PHYSIOMANCE MENOMODUL 60CPR,0Z1,402.23,3,6,grossista,0,55,,34.76,0.00,44.71,17,38.93,44.70,28.6,REINSERISCI_prezzo_fb,0
930624301,ALOVEX PROTEZ ATTIVA COLL120ML,ALM,401.45,6,21,MAGAZZINO,13,261,,7.47,9.18,9.79,69,8.81,9.78,30.9,STANDALONE,0
983039292,XLS MEDICAL PRO 7 180CPS,XLS,401.38,2,8,grossista,0,89,,61.20,73.45,55.75,41,68.54,55.74,-8.9,NON_POSIZIONABILE,0
035500026,VOLTADVANCE*20CPR RIV 25MG,VLA,399.48,7,34,MAGAZZINO,24,898,,6.60,11.47,9.41,66,7.79,9.40,42.4,VIA_PC,2.07
987300338,NINFEX 20BUST,"",398.92,5,8,grossista,0,223,5,18.26,21.53,25.64,16,20.82,25.63,40.4,STANDALONE,0
976828133,SERIPNOL CRONO 28STICK POLVERE,NZH,397.73,2,5,grossista,0,189,8,21.75,25.29,28.39,34,24.80,28.38,30.5,STANDALONE,0
975060423,XIM 60CPS,"",397.33,2,8,MAGAZZINO,1,20,,23.19,28.17,29.57,26,26.43,29.56,27.5,STANDALONE,0
032800043,REACTINE*6CPR 5MG+120MG RP,RCT,397.19,7,42,MAGAZZINO,21,212,,3.80,4.63,5.18,61,4.48,5.17,36.1,STANDALONE,0
905080230,NIKEDEP PLUS 20BUST,UHR,397.13,5,11,grossista,0,102,,16.78,19.46,19.07,47,19.13,19.06,13.6,NON_POSIZIONABILE,0
930890571,FOTOKER PHARCOS CREMA 50ML,PHA,395.87,6,14,grossista,0,1893,,23.45,27.44,25.68,36,26.73,25.67,9.5,NON_POSIZIONABILE,0
022760019,CANESTEN*CREMA 30G 1%,CAS,395.84,6,23,MAGAZZINO,20,744,10,9.57,11.54,12.77,56,11.29,12.76,33.3,STANDALONE,0
980183901,NEURASSIAL 20CPR,MDN,395.80,5,8,grossista,0,598,,21.03,25.24,26.18,45,23.97,26.17,24.4,STANDALONE,0
018554081,POLARAMIN*CREMA 25G 1%,PMN,395.06,8,46,MAGAZZINO,2,790,,6.04,6.21,7.41,58,7.13,7.40,22.5,STANDALONE,0
988342123,KUKIDENT ULTIMATE NEUTRO 40G,KUK,393.60,5,24,MAGAZZINO,13,430,,6.71,8.25,9.86,42,7.92,9.85,46.8,STANDALONE,0
981972108,DOLORINA 20CPR MASTIC NF,0BU,392.78,2,14,grossista,0,106,,20.78,24.10,23.30,39,23.69,23.29,12.1,NON_POSIZIONABILE,0
983273780,AMIN 21K BAR CIOCCOLATO 20BAR,TF5,391.90,3,5,grossista,0,9,2,47.12,55.42,52.19,14,52.77,52.18,10.7,NON_POSIZIONABILE,0
943606638,XINEPA 30CPR,ONH,390.40,3,10,MAGAZZINO,1,482,,25.51,29.85,25.06,39,29.08,25.05,-1.8,NON_POSIZIONABILE,0
920891734,IDEAL SOLEIL LATTE SPF50 300ML,VIC,389.76,2,23,MAGAZZINO,12,148,,15.02,17.57,15.38,35,17.12,15.37,2.3,NON_POSIZIONABILE,0
900498837,CLOREXYDERM SOL 4% 1000ML,1M3,389.22,5,15,grossista,0,61,9,22.91,27.48,29.42,34,26.12,29.41,28.4,STANDALONE,0
951128154,ERACISTAL BIOTIC 5BUST,"",388.55,4,10,grossista,0,181,,17.90,0.00,23.81,26,20.41,23.80,33.0,REINSERISCI_prezzo_fb,0
982941698,ESENTA FILM PROT SPRAY 50ML,CNC,388.39,3,10,grossista,0,91,2,8.63,10.05,11.46,34,10.18,11.45,32.7,STANDALONE,0
970225874,PEDIAMAG 10FL,PED,388.32,3,9,MAGAZZINO,2,600,,17.06,20.73,19.38,39,19.45,19.37,13.5,NON_POSIZIONABILE,0
949535900,PROLIFE 10 FORTE 20CPS,PRL,387.48,8,40,MAGAZZINO,5,307,,4.65,5.54,7.10,53,5.49,7.09,52.5,STANDALONE,0
984734590,AVENE HYALURON A B3 CREMA NTT,AVE,387.38,5,16,grossista,0,278,,29.52,35.43,30.38,51,33.65,30.37,2.9,NON_POSIZIONABILE,0
980406639,MAGNESIO SUPREMO NOTTE REL150G,NPO,386.16,7,20,MAGAZZINO,7,960,,12.84,15.28,15.97,74,14.63,15.96,24.3,STANDALONE,0
981937562,URIAGE CREME LAVANTE T 1000ML,URI,383.98,4,16,grossista,0,358,,13.52,16.63,16.18,50,15.41,16.17,19.6,VIA_PC,0.46
031329030,"GLICEROLO ZETA*6CONT 6,75G CAM",ZFC,383.73,6,44,grossista,0,534,,1.73,2.04,1.93,33,2.04,1.92,11.0,NON_POSIZIONABILE,0
989850514,KIJIMEA COMPLETE 111CPS,KJI,382.61,1,4,grossista,0,5,,97.52,0.00,108.46,20,109.22,108.45,11.2,NON_POSIZIONABILE,0
945121224,CAROVIT FORTE PLUS SOL 30CPS,CRV,381.62,6,18,grossista,0,327,,16.92,20.30,19.41,42,19.29,19.40,14.7,VIA_PC,0.90
984791956,LEVELIPDUO PLUS 28STICK,LG1,380.20,5,11,MAGAZZINO,1,129,,14.20,16.90,16.95,49,16.19,16.94,19.3,STANDALONE,0
944630211,INOFOLIC PHD 20CPR,"",377.98,5,8,grossista,0,916,,15.48,18.57,20.50,33,17.65,20.49,32.4,STANDALONE,0
986011740,NEURANIA 30CPR,"",377.81,4,9,MAGAZZINO,1,186,,19.09,23.19,25.36,33,21.76,25.35,32.8,STANDALONE,0
990062679,REGLANDIN CPS 30CPS,"",376.37,3,9,grossista,0,57,,26.91,0.00,35.09,22,30.68,35.08,30.4,REINSERISCI_prezzo_fb,0
942965981,CAREVIT ULTRA CANE 30BUST,NBF,376.31,3,9,grossista,0,256,3,14.52,17.03,19.21,46,16.55,19.20,32.2,STANDALONE,0
973662036,CITILPEA 30BUST,DOC,375.42,3,12,MAGAZZINO,3,139,7,22.30,25.42,25.60,45,25.42,25.59,14.8,STANDALONE,0
908224431,LONGLIFE MAGNESIUM375 OR100TAV,LNG,375.25,6,20,MAGAZZINO,1,717,,13.75,16.91,16.65,55,15.68,16.64,21.0,VIA_PC,0.27
971528183,BLUGEL A FREE 10ML,BLG,374.77,4,13,MAGAZZINO,1,163,,14.69,17.18,14.02,54,16.74,14.01,-4.6,NON_POSIZIONABILE,0
924451913,MELATONINA ACT +VAL+FT5C 60CPR,F&F,374.70,8,42,MAGAZZINO,38,2374,,5.45,6.70,6.24,50,6.43,6.23,14.3,NON_POSIZIONABILE,0
911951008,ACTINORM PASTA GATTI 65G,CEV,374.18,5,18,grossista,0,213,9,12.42,14.45,15.13,47,14.16,15.12,21.7,STANDALONE,0
939865453,VITAN PLUS UNGUENTO OFTAL 5G,PFM,372.77,2,4,grossista,0,200,3,10.49,12.18,12.56,30,11.96,12.55,19.6,STANDALONE,0
930411145,SINOVIAL 32 SIR INTRA-ART 3PZ,SIO,372.71,3,3,grossista,0,399,11,92.73,109.34,88.50,33,103.86,88.49,-4.6,NON_POSIZIONABILE,0
951273806,COLECRIL CALANUS ARTICO 60SOFT,HLU,372.52,6,9,grossista,0,145,,28.57,0.00,36.59,25,32.57,36.58,28.0,REINSERISCI_prezzo_fb,0
935812418,OZOGIN HYDRA LIPOGEL VAG10APPL,OZO,372.07,6,22,MAGAZZINO,2,842,,16.17,18.91,19.59,43,18.43,19.58,21.1,STANDALONE,0
951486202,FOTOPROTECTOR FACIAL MIST100ML,ISD,372.00,3,23,grossista,0,189,,15.48,0.00,18.10,33,17.65,18.09,16.9,REINSERISCI_prezzo_fb,0
951378482,OMOLEV 30CPR,B7F,371.24,6,13,grossista,0,100,,15.95,0.00,21.21,33,18.18,21.20,32.9,REINSERISCI_prezzo_fb,0
104349042,SERESTO*70CM CANI >8KG,SES,370.69,5,11,grossista,0,842,,27.57,33.08,30.47,65,31.43,30.46,10.5,NON_POSIZIONABILE,0
976310882,W LIFE 60CPR,"",370.39,3,12,grossista,0,203,9,14.12,16.45,18.71,31,16.10,18.70,32.4,STANDALONE,0
973908597,ARNICA GEL 90% 500ML,0NM,369.90,6,17,MAGAZZINO,1,671,,26.08,29.60,25.07,47,29.74,25.06,-3.9,NON_POSIZIONABILE,0
982483416,MIAMO SKIN GLOW KIT 10PZ 22ML,MMO,369.79,2,3,grossista,0,3,,49.23,56.61,49.67,34,55.14,49.66,0.9,NON_POSIZIONABILE,0
986474462,SOFFISOF AIR DRY PANTS EX XL,SFS,369.16,2,5,grossista,0,100,,9.69,0.00,11.16,23,11.43,11.15,15.1,NON_POSIZIONABILE,0
982406934,PUROFLOG SOLUZIONE OFT 20FL,NT0,368.19,7,14,grossista,0,2955,8,12.56,14.63,16.65,40,14.32,16.64,32.5,STANDALONE,0
989669953,DEFENCE SUN FLUIDO DOPOS IDRAT,BNK,368.03,6,34,grossista,0,183,,12.44,0.00,15.45,37,14.18,15.44,24.1,REINSERISCI_prezzo_fb,0
970725848,SERRADOS 300 10CPS,4A2,367.94,2,10,grossista,0,215,,12.10,14.04,12.85,32,13.79,12.84,6.1,NON_POSIZIONABILE,0
947073983,RILASTIL SUN SYS SPF30 200ML,RIL,367.83,6,30,grossista,0,126,,13.19,15.69,14.50,50,15.04,14.49,9.9,NON_POSIZIONABILE,0
984780116,LOVACHOLE PLUS 30CPR,6NK,366.38,3,13,grossista,0,655,9,17.93,20.90,22.38,41,20.44,22.37,24.8,STANDALONE,0
900294152,VISUTON OPC 30CPR,BID,366.03,3,9,grossista,0,131,,15.60,18.72,20.49,30,17.78,20.48,31.3,STANDALONE,0
951885413,BWB AH MAZING HAIR VIT C/BIOT,B6B,365.94,4,14,grossista,0,208,,21.80,0.00,28.99,25,24.85,28.98,32.9,REINSERISCI_prezzo_fb,0
976730972,TENDIJOINT FORTE 20CPR,FDI,365.84,6,11,MAGAZZINO,3,150,,16.50,20.05,20.22,55,18.81,20.21,22.5,STANDALONE,0
974367029,LIPOTECH 800 20CPR,MMH,365.34,3,8,grossista,0,272,9,17.17,19.99,20.57,31,19.57,20.56,19.7,STANDALONE,0
951375613,LIPALT PLUS 20CPR,"",365.31,3,11,grossista,0,955,,12.28,0.00,17.50,33,14.00,17.49,42.4,REINSERISCI_prezzo_fb,0
930544438,LENIDASE 20CPR,E0F,365.18,7,17,MAGAZZINO,1,1759,,12.95,15.93,14.80,52,14.76,14.79,14.2,VIA_PC,1.14
943327395,VITA METAFOLIC 50TAV,SLG,364.67,7,16,grossista,0,265,6,15.99,21.58,20.85,37,18.23,20.84,30.3,VIA_PC,0.74
980532446,DEFENCE MY AGE GOLD CR RIC50ML,BNK,364.16,5,12,grossista,0,122,,26.75,32.11,28.03,49,30.50,28.02,4.7,NON_POSIZIONABILE,0
935662597,SUPRADYN RICARICA 30CPR EFFERV,SPY,363.67,8,20,MAGAZZINO,9,896,,14.11,17.36,17.82,78,16.09,17.81,26.2,STANDALONE,0
950841623,FLORENTERO COMPLEX 30CPR,1P4,363.54,5,17,grossista,0,1139,,15.47,18.56,15.92,34,17.64,15.91,2.8,NON_POSIZIONABILE,0
987437249,POLASE ARANCIA 24BUST PROMO,"",363.07,6,32,MAGAZZINO,27,427,,7.61,9.36,11.07,60,8.98,11.06,45.3,STANDALONE,0
942610116,ZACHELASE 20BUST,HLU,363.00,5,13,grossista,0,650,,16.56,19.20,19.10,51,18.88,19.09,15.3,VIA_PC,0.11
903118216,REUMILASE SD 20CPR,REM,362.93,2,7,grossista,0,291,8,17.00,19.79,22.20,46,19.38,22.19,30.5,STANDALONE,0
940094156,ASEK OFTA 20STICKPACK,"",362.83,4,9,grossista,0,219,,17.12,0.00,21.16,27,19.52,21.15,23.5,REINSERISCI_prezzo_fb,0
970254191,GANODERMA GHEOS 90CPS,GHS,362.07,4,8,grossista,0,44,,28.81,33.42,29.96,33,32.84,29.95,4.0,NON_POSIZIONABILE,0
974967681,ACIRONIC FORTE 20CPR FAST-SLOW,DI4,361.83,3,5,grossista,0,258,5,30.12,34.97,35.80,28,33.73,35.79,18.8,STANDALONE,0
925957654,AMIN 21K CACAO 336G,TF5,361.45,2,6,grossista,0,112,8,32.10,37.03,36.90,31,35.95,36.89,14.9,VIA_PC,0.14
934388632,IVUXUR 14BUST,ONH,361.42,2,14,MAGAZZINO,1,837,,20.58,25.01,23.53,52,23.46,23.52,14.3,VIA_PC,1.49
980810206,OMEGOR VEG 60CPS,UGA,359.62,5,9,MAGAZZINO,1,377,,16.43,19.97,19.24,29,18.73,19.23,17.0,VIA_PC,0.74
912033661,RAMNOSELLE 30CPS,RMN,359.53,6,26,grossista,0,346,,11.19,13.76,12.89,62,12.76,12.88,15.1,VIA_PC,0.88
951501004,COMBIGIN 30CPS,"",359.28,5,9,grossista,0,105,,19.06,0.00,26.29,24,21.73,26.28,37.9,REINSERISCI_prezzo_fb,0
947415333,AURASTOP 60CPR,AES,358.71,3,7,MAGAZZINO,1,270,,35.79,44.74,35.87,37,40.09,35.86,0.2,NON_POSIZIONABILE,0
035618053,MOMENTACT*20CPR RIV 400MG,MMT,358.69,6,41,MAGAZZINO,1,538,,8.65,10.55,10.65,58,10.20,10.64,23.0,STANDALONE,0
942006166,MULTICENTRUM UOMO 50+ 60CPR,MUL,357.08,5,14,grossista,0,405,,24.53,29.44,25.97,51,27.96,25.96,5.8,NON_POSIZIONABILE,0
989691112,BETOTAL ENERGY BOOM 20STICK,BET,357.01,7,16,MAGAZZINO,10,324,5,11.50,13.20,15.81,50,13.10,15.80,37.4,STANDALONE,0
971647110,RENALIT-COMBI 12OVAL+SCIR120ML,BSG,356.35,3,6,grossista,0,245,10,16.47,19.34,21.81,32,18.78,21.80,32.4,STANDALONE,0
940092430,FERTYBIOTIC GRAVIDANZA ADVANCE,1FY,355.81,1,11,grossista,0,74,,20.23,0.00,26.89,30,23.06,26.88,32.9,REINSERISCI_prezzo_fb,0
987838974,LIBENAR IGIENE NAS ISOTON 60FL,"",355.74,8,28,grossista,0,1306,,5.97,6.95,7.45,54,7.04,7.44,24.6,STANDALONE,0
934791587,POLASE PLUS 36 BUSTE,POE,355.45,5,16,grossista,0,419,,19.92,23.91,17.57,32,22.71,17.56,-11.8,NON_POSIZIONABILE,0
947127650,NEFROKRILL GATTO 30PRL,"",355.15,3,12,grossista,0,154,9,18.61,22.43,24.39,35,21.22,24.38,31.0,STANDALONE,0
947215455,URIKRILL CANE GEL 30BUST,NBF,354.60,4,11,grossista,0,124,9,18.73,21.88,24.40,40,21.35,24.39,30.2,STANDALONE,0
921232664,PESCURA HEEL ORIG BYCAST SAB39,SHL,354.56,2,8,grossista,0,2,2,48.02,53.87,58.59,18,53.78,58.58,22.0,STANDALONE,0
983307632,LIPONAMED 30CPR,NAD,354.28,4,10,MAGAZZINO,1,1773,,21.99,26.72,23.12,51,25.07,23.11,5.1,NON_POSIZIONABILE,0
978307320,JUFLUS 30CPS MOLLI,NEH,353.94,5,12,MAGAZZINO,1,146,,18.80,21.72,21.73,43,21.43,21.72,15.5,STANDALONE,0
944768391,HYLO DUAL INTENSE 10ML,"",353.60,4,17,grossista,0,532,,16.53,19.84,20.99,43,18.84,20.98,26.9,STANDALONE,0
949990903,DAV HA 30CPR NF,"",353.50,3,13,MAGAZZINO,1,367,,17.38,0.00,21.67,34,19.81,21.66,24.6,REINSERISCI_prezzo_fb,0
987167071,BETOTAL B FASE 20CPR,BET,353.16,7,14,MAGAZZINO,9,223,4,11.91,14.08,15.69,59,13.58,15.68,31.7,STANDALONE,0
990062895,BIOSIMEN 30CPS,"",352.78,4,6,grossista,0,299,,23.17,0.00,30.17,18,26.41,30.16,30.2,REINSERISCI_prezzo_fb,0
