sku,nome,click7,spesa7,qty7,rev7,marg7,inc_fatt_pct,categoria,is_civetta,pos,stock
983542010,BIOTINA ANALCOOLICO 200ML,3,0.99,0,0.00,0.00,,0-vendite,t,3,0
029454042,BUSCOPAN COMPOSITUM*20CPR RIV,3,0.99,0,0.00,0.00,,0-vendite,t,4,17
951233651,SANOTINT SHAMPOO COLOR CARE,3,0.99,0,0.00,0.00,,0-vendite,t,1,0
970370401,ENTEROMICRO COMPLEX 32CPR,3,0.99,0,0.00,0.00,,0-vendite,t,5,0
930873688,CONTOUR NEXT GLICEMIA 25STR,3,0.99,0,0.00,0.00,,0-vendite,f,22,0
971272556,BARIEDERM CICA-LEVRES 15ML,3,0.99,0,0.00,0.00,,0-vendite,t,1,1
940094129,BIOKAP SHAMPOO RINFOR ANTICAD,3,0.99,0,0.00,0.00,,0-vendite,t,3,0
941836761,UROGERMIN PROSTATA 30SOFTGEL,3,0.99,0,0.00,0.00,,0-vendite,t,4,8
979049020,LECURPET 60CPR,3,0.99,0,0.00,0.00,,0-vendite,t,1,0
950945461,DEFENCE ANAGENIX K INT AL60CPS,3,0.99,0,0.00,0.00,,0-vendite,t,4,2
905351387,EUMILL PROTECTION GTT OCUL10FL,3,0.99,0,0.00,0.00,,0-vendite,t,3,10
942258854,CLEAN KILL EXTRA MICRO FAST,3,0.99,0,0.00,0.00,,0-vendite,t,1,0
972165056,LIPIKAR LATTE 750ML,3,0.99,0,0.00,0.00,,0-vendite,f,33,0
906007695,SAUGELLA IDROCREMA PH NEU 30ML,3,0.99,0,0.00,0.00,,0-vendite,t,5,7
951059031,VIDERMINA DELIGYN 500ML NF SP,3,0.99,0,0.00,0.00,,0-vendite,t,1,22
935669489,VIDERMINA PREBIOTIC OVULI 10PZ,3,0.99,0,0.00,0.00,,0-vendite,t,3,3
941803330,CLAIRIAL SPF50+ LIGHT 40ML,3,0.99,0,0.00,0.00,,0-vendite,t,1,6
972529984,NATUR-SER PLUS 60CPS VEGETALI,3,0.99,0,0.00,0.00,,0-vendite,t,1,0
980122206,CORSETTO SEMIR ASPEN LUMB L,3,0.99,0,0.00,0.00,,0-vendite,t,1,0
970419646,SALVIA ESTRATTO INTEGRALE200ML,3,0.99,0,0.00,0.00,,0-vendite,f,9,0
942845532,DIOSMIR 1000 16 BUST,3,0.99,0,0.00,0.00,,0-vendite,t,1,0
989305103,DEMALIPE EMULSIONE 200ML,3,0.99,0,0.00,0.00,,0-vendite,t,2,0
983583701,ASSENZIO PROFUMO 100ML,3,0.99,0,0.00,0.00,,0-vendite,f,15,1
908560269,GARZA JELONET 10X10CM 10BUST,3,0.99,0,0.00,0.00,,0-vendite,t,1,0
974890372,COMPENSA Q DIET POLVERE 250G,3,0.99,0,0.00,0.00,,0-vendite,f,99,0
985772084,MIAMO LEG RENEW 30CPR,3,0.99,0,0.00,0.00,,0-vendite,t,8,6
990564332,REUFOLB12 60CPS,3,0.99,0,0.00,0.00,,0-vendite,t,1,0
903923769,CER FIXOMULL TRANSPARENT10X200,3,0.99,0,0.00,0.00,,0-vendite,t,2,0
938102555,TRIUM MONODOSE GTT OCUL 15FL,3,0.99,0,0.00,0.00,,0-vendite,t,2,0
984462820,RESTIVOIL EXTRA DEL 400ML TP,3,0.99,0,0.00,0.00,,0-vendite,t,2,4
950127555,PEPTI BIOTIC REFILL 50ML,3,0.99,0,0.00,0.00,,0-vendite,t,1,6
980638757,GINEPRO NERO BAGNOSCH ECORICAR,3,0.99,0,0.00,0.00,,0-vendite,t,9,4
022816021,"SOMATOLINE*EMULS 30BS 0,1+0,3%",3,0.99,0,0.00,0.00,,0-vendite,t,14,0
979806611,ASSENZIO ESTRATTO INTEGR 200ML,3,0.99,0,0.00,0.00,,0-vendite,t,5,0
989869021,TE' NERO BEAUTY BOX TERRAZZE,3,0.99,0,0.00,0.00,,0-vendite,t,4,3
979095484,NUXE HP FLORALE 50ML OLIO SECC,3,0.99,0,0.00,0.00,,0-vendite,f,13,11
973653189,VASOX FORTE 20BUST,3,0.99,0,0.00,0.00,,0-vendite,t,3,0
951338779,ACCIAIOVIS-T 180PAST,3,0.99,0,0.00,0.00,,0-vendite,t,2,0
947127662,NEFROKRILL CANE 60PRL,3,0.99,0,0.00,0.00,,0-vendite,t,2,0
951387873,NORMAST 600MG MICROGR 30BUST,3,0.99,0,0.00,0.00,,0-vendite,f,23,0
942980588,MICRONAM 30CPR,3,0.99,0,0.00,0.00,,0-vendite,t,4,0
931382764,"LEVORAG EMULGEL 20TUB 3,5ML",3,0.99,0,0.00,0.00,,0-vendite,f,24,0
984835292,GINOCCHIERA TRASP AP SPIR M,3,0.99,0,0.00,0.00,,0-vendite,t,1,0
903947606,IDEAL SOLEIL STICK SPF50+ 9G,3,0.99,0,0.00,0.00,,0-vendite,t,1,8
980916074,LATTOSTIL GOCCE 16ML,3,0.99,0,0.00,0.00,,0-vendite,t,5,0
942965981,CAREVIT ULTRA CANE 30BUST,3,0.99,0,0.00,0.00,,0-vendite,t,3,0
983791221,DELTACRIN WNT SPR PHARCOS125ML,3,0.99,0,0.00,0.00,,0-vendite,t,5,0
921186704,UROGYN 50CPR 500MG,3,0.99,0,0.00,0.00,,0-vendite,t,5,0
989468982,BARIESUN SPF50+ STICK SOL INV,3,0.99,0,0.00,0.00,,0-vendite,f,99,0
989893209,NUXE SUN OLIO SOL DOR50 150ML,3,0.99,0,0.00,0.00,,0-vendite,t,3,9
982667661,DIOSMIR 1000 30BUST,3,0.99,0,0.00,0.00,,0-vendite,t,2,0
013868031,PROCTOSEDYL*CREMA RETT 20G,2,0.66,0,0.00,0.00,,0-vendite,f,99,0
951365042,ANTHELIOS UVAIR SPF50+ 50ML,2,0.66,0,0.00,0.00,,0-vendite,t,3,1
104836022,EFFIPRO DUO*4PIP 1-6KG GATTI,2,0.66,0,0.00,0.00,,0-vendite,t,4,0
990144178,SAMBUCUS NIGRA 500ML,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
935941649,NEPRIGYN 30CPR,2,0.66,0,0.00,0.00,,0-vendite,t,2,0
104687177,VECTRA 3D*3PIP 25-40KG VIOLA,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
984159297,DEXERYL 250G,2,0.66,0,0.00,0.00,,0-vendite,f,14,36
951164209,MAGNESIO BISGLICINATO 60PAST,2,0.66,0,0.00,0.00,,0-vendite,f,15,0
951677614,PHYSIOMANCE SUGARLESS 30CPS,2,0.66,0,0.00,0.00,,0-vendite,t,4,0
986741357,POLASE CLASSICO 60CPR,2,0.66,0,0.00,0.00,,0-vendite,f,29,15
982592964,COCCO BAGNOCREMA 100ML,2,0.66,0,0.00,0.00,,0-vendite,t,8,3
927143913,RELAXINA PANIC 50CPS,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
902985845,FIBRA PET 50CPR,2,0.66,0,0.00,0.00,,0-vendite,f,17,0
920015575,EAU THERMALE URIAGE 150ML,2,0.66,0,0.00,0.00,,0-vendite,t,4,1
979368432,"CONTROL NATURE 2,0 6PZ",2,0.66,0,0.00,0.00,,0-vendite,f,99,2
907059240,RILASTIL CORPO TRAT SPEC RASSO,2,0.66,0,0.00,0.00,,0-vendite,t,3,0
978401370,YAMAMOTO R ASHWAGANDHA 30CPS,2,0.66,0,0.00,0.00,,0-vendite,t,2,0
951210677,SAUBER DEOACTIVE CREMA 35ML,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
950921231,MYODESONORM 30BUST,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
939483968,NORMOSPOR 20CPR 1G,2,0.66,0,0.00,0.00,,0-vendite,f,5,0
902224258,GOMITIERA ELASTICA 2085 M OPPO,2,0.66,0,0.00,0.00,,0-vendite,t,3,0
952126112,PRINCIPIUM SUN BEAUTY 60CPR,2,0.66,0,0.00,0.00,,0-vendite,t,5,0
931096236,FARMACTIVE SILVER SPR ARGENTO,2,0.66,0,0.00,0.00,,0-vendite,t,2,0
922540455,SEBIUM GEL MOUSSANT 500ML,2,0.66,0,0.00,0.00,,0-vendite,t,4,4
950965259,FILORGA XMAS COFFRET TIME 2025,2,0.66,0,0.00,0.00,,0-vendite,t,4,6
973282611,VOLUMIS ELITE VISO CORPO 200ML,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
985991924,ALIMENTAZIONE DED MIX PANE500G,2,0.66,0,0.00,0.00,,0-vendite,t,4,0
942859149,HEPATIKRILL CANI E GATTI 30PRL,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
989397144,EUMEMOR 30CPR,2,0.66,0,0.00,0.00,,0-vendite,t,3,0
927120283,VITAMONO EF USO ORALE 30CPS,2,0.66,0,0.00,0.00,,0-vendite,t,3,0
926536564,CLORETRIX DETERGENTE 500ML,2,0.66,0,0.00,0.00,,0-vendite,t,4,0
972522849,GIBAUD ORTHO INTELLISLING 15 0,2,0.66,0,0.00,0.00,,0-vendite,t,2,0
951187754,AGARCID GEL DETERGENTE IGIEN,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
989669849,DEFENCE SUN 50+ BB&KID SPRAY,2,0.66,0,0.00,0.00,,0-vendite,f,9,13
906496928,PROXEED NF 20BUST,2,0.66,0,0.00,0.00,,0-vendite,t,2,0
952054043,VAGISIL GEL ANTI SFREGAMENTO,2,0.66,0,0.00,0.00,,0-vendite,t,5,0
934902952,CERAMOL BASE LAVANTE SCH 400ML,2,0.66,0,0.00,0.00,,0-vendite,t,5,0
931015046,BOLO VIA 20BOCCONCINI,2,0.66,0,0.00,0.00,,0-vendite,t,3,0
907303527,STERIMAR MN ALLERGIA NASALE,2,0.66,0,0.00,0.00,,0-vendite,t,4,0
925942346,CLINNIX CREMA SMAGLIATURE300ML,2,0.66,0,0.00,0.00,,0-vendite,t,4,0
023703010,MECLON*10 OVULI VAG 100+500MG,2,0.66,0,0.00,0.00,,0-vendite,f,99,21
947430435,DOLVEDOL PLUS 20CPR RIVESTITE,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
950612301,CORTISOL STOP 60CPS,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
908618111,GIO' MUTANDINA CORRETTIVA 2,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
982475321,SERENITY PANTS SD SENS EX M 12,2,0.66,0,0.00,0.00,,0-vendite,f,13,0
951091762,TONIMER ISOTONIC STRONG SPRAY,2,0.66,0,0.00,0.00,,0-vendite,t,1,2
982461143,DENSITIUM ROSE ECLAT RENO 50ML,2,0.66,0,0.00,0.00,,0-vendite,t,3,0
902235353,STERIMAR NASO SENSIBILE SPRAY,2,0.66,0,0.00,0.00,,0-vendite,t,3,0
950965309,DONNA SANA 100PAST,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
931114298,VEA MINILIPOGEL IDR PROT 10ML,2,0.66,0,0.00,0.00,,0-vendite,t,7,3
978837437,CS ACQUA SOLARE IDRAT SPF50,2,0.66,0,0.00,0.00,,0-vendite,t,1,3
947430423,COLPLATIR 500 30CPR,2,0.66,0,0.00,0.00,,0-vendite,t,3,0
984560882,"UREAL NM 30BUSTE 17,2G",2,0.66,0,0.00,0.00,,0-vendite,t,1,0
900975956,VITAMINA C 1000 180TAV,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
025669348,MOMENT*OS SOSP 8BUST 200MG,2,0.66,0,0.00,0.00,,0-vendite,t,1,12
985991239,FLEBOMIX 1000MG 90CPR,2,0.66,0,0.00,0.00,,0-vendite,f,14,0
972786255,LASSIBEN 30CPR,2,0.66,0,0.00,0.00,,0-vendite,t,2,0
983373996,PHOTODERM SPOT AGE 40ML,2,0.66,0,0.00,0.00,,0-vendite,t,1,6
951380967,LINES SPEC PANTS EX UNI L 7PZ,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
973499852,OLIO DEL RE SPRAY NASALE 30ML,2,0.66,0,0.00,0.00,,0-vendite,t,5,0
038140012,MYLICONGAS*50CPR MAST 40MG,2,0.66,0,0.00,0.00,,0-vendite,f,99,20
035450016,DICLOREUM ACTIGEL*GEL 50G 1%,2,0.66,0,0.00,0.00,,0-vendite,t,3,3
034936171,FLUIMUCIL MUCOL*10CPR EFF600MG,2,0.66,0,0.00,0.00,,0-vendite,f,99,2
926845203,MANNOSIO PURO CRISTALLI 50G,2,0.66,0,0.00,0.00,,0-vendite,t,5,0
987659099,NOTTE TANGERI CREMA CORPO200ML,2,0.66,0,0.00,0.00,,0-vendite,t,8,6
951457629,ERITRIL PRO 20CPS,2,0.66,0,0.00,0.00,,0-vendite,f,99,0
989054883,GLUCOMANNANO PURO 120CPR,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
925856357,TRANSITO INTESTINALE 60CPS,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
987401243,DT OIL CONTROL SHAMPOO 200ML,2,0.66,0,0.00,0.00,,0-vendite,t,4,2
979413832,ATODERM INTENSIVE BAUME 500ML,2,0.66,0,0.00,0.00,,0-vendite,t,5,12
938458650,ANGIOPLUS OFTA 30CPS,2,0.66,0,0.00,0.00,,0-vendite,t,4,0
990685632,AMARENA BAGNOSCHIUMA 100ML,2,0.66,0,0.00,0.00,,0-vendite,t,6,5
987867761,ZREEN VITAMINA D3 5000 50ML,2,0.66,0,0.00,0.00,,0-vendite,t,2,0
903570113,SERENITY PANN SAG MAXI 30PZ,2,0.66,0,0.00,0.00,,0-vendite,t,2,0
947073894,RILASTIL SUN SYS D CLAR L 50+,2,0.66,0,0.00,0.00,,0-vendite,t,1,1
904012960,MELCALIN VITA 1150G,2,0.66,0,0.00,0.00,,0-vendite,t,4,0
933320640,MELLIS BETA SHAMPOO 200ML,2,0.66,0,0.00,0.00,,0-vendite,f,28,0
940560182,FOSFORESTART 12BUST,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
931079065,BETOTAL MIND PLUS 20BUST,2,0.66,0,0.00,0.00,,0-vendite,t,5,7
972553996,LENET OIL DETERGENTE 400ML,2,0.66,0,0.00,0.00,,0-vendite,t,4,0
980926620,ANTHELIOS LATTE SOL 30+ PAPER,2,0.66,1.00,13.83,-0.79,5,inc-marg>100,f,32,11
935034405,EMACRIT 30CPS,2,0.66,0,0.00,0.00,,0-vendite,f,23,0
951306238,PSIPROTO MAMMA 30BUST,2,0.66,0,0.00,0.00,,0-vendite,t,3,0
978476669,VITREOMAX 20BUST,2,0.66,0,0.00,0.00,,0-vendite,t,2,0
980458451,OROZYME CANINE STR ENZ MASTI S,2,0.66,0,0.00,0.00,,0-vendite,t,3,0
983763057,DEFENCE COLOR PERFECT LINER,2,0.66,0,0.00,0.00,,0-vendite,t,1,2
951062850,MAGICS SWIMPANTS LARGE 10PZ,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
970373231,ELMEX SENSITIVE PROF RIPA&PREV,2,0.66,0,0.00,0.00,,0-vendite,t,4,10
987300047,MYINTIMITY SIERO INT ANTI AGE,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
905624452,RESURGEN 60PRL,2,0.66,0,0.00,0.00,,0-vendite,t,2,0
974425439,KELP 300TAV,2,0.66,0,0.00,0.00,,0-vendite,t,5,0
990542843,CLEARBLUE TEST GRAVIDANZA 3PZ,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
980406639,MAGNESIO SUPREMO NOTTE REL150G,2,0.66,0,0.00,0.00,,0-vendite,f,99,3
926741758,EPITACT SPORT UNGHIE LIVIDE L,2,0.66,0,0.00,0.00,,0-vendite,t,2,0
989633805,ANTHELIOS LATTE UVMUNE 150ML,2,0.66,0,0.00,0.00,,0-vendite,t,3,4
909272609,Vitamindermina Polv Ment 100g,2,0.66,0,0.00,0.00,,0-vendite,t,1,7
977367150,IRIS COLLEZIONE PROFUMI 15ML,2,0.66,0,0.00,0.00,,0-vendite,t,10,5
990001998,MULTILADY 60CPS VEGET NF,2,0.66,0,0.00,0.00,,0-vendite,t,3,0
975433095,AFTER BITE CREMA NATURAL 20ML,2,0.66,0,0.00,0.00,,0-vendite,t,5,19
985495706,COBALIN 60CPS,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
941693691,VITACALM TUTTA NOTTE F/R 30CPR,2,0.66,0,0.00,0.00,,0-vendite,t,5,0
978306215,DIGIFORM + TUT POLSO/DITA M,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
972379008,DIGER AID ENZYMATIC 20CPR,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
926420973,POLICALM CREMA 150ML CE,2,0.66,0,0.00,0.00,,0-vendite,f,7,0
974477503,TRICORED PLUS 30CPS,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
970261398,"RUOTE PIROETTANTI DEAMBUL7,5CM",2,0.66,0,0.00,0.00,,0-vendite,t,1,0
982947347,NUXE SUN LAIT SPF50 150ML,2,0.66,0,0.00,0.00,,0-vendite,t,1,4
989045707,REVEE OIL FACE&BODY 100ML,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
925632731,AUSILIUM BAU 100G,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
989404684,LIPIKAR GEL UREA 30%,2,0.66,0,0.00,0.00,,0-vendite,t,3,1
902092156,SECURDRAIN VIA SACCA UR750 T35,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
974089575,SENSIBIO GEL MOUSSANT 200ML,2,0.66,0,0.00,0.00,,0-vendite,t,4,6
952099950,EUPHIDRA PALETTE SMOOK TOT MAR,2,0.66,0,0.00,0.00,,0-vendite,t,1,1
906979291,VITAMINA B12 1000 MCG SUBL,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
900098536,ESSENI OLIO DEGLI ESSENI 500ML,2,0.66,0,0.00,0.00,,0-vendite,t,2,0
990521890,MUSTELA BIPACK PASTA CAMBIO,2,0.66,0,0.00,0.00,,0-vendite,t,1,6
926231883,ANTHELIOS SPRAY INVISIBILE 50+,2,0.66,0,0.00,0.00,,0-vendite,f,14,3
987388535,PHOTODERM SPRAY 30+ 300ML,2,0.66,0,0.00,0.00,,0-vendite,t,1,2
930880202,ALKAVITAL 250G,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
981254687,PIGMENTBIO FOAMING CREAM 200ML,2,0.66,0,0.00,0.00,,0-vendite,t,4,2
986857326,CERAVE SIERO IDRAT ACIDO IALUR,2,0.66,0,0.00,0.00,,0-vendite,t,3,3
990542971,COLESTEROLO BYE BYE T 180PAST,2,0.66,0,0.00,0.00,,0-vendite,t,4,0
949898148,SOLE BIMBI LATTE DOPOSOLE150ML,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
988830131,ASSENZIO DEOCREMA 50ML,2,0.66,0,0.00,0.00,,0-vendite,t,8,4
973292980,BIONIKE DEFENCE HAIR SH SEBORE,2,0.66,0,0.00,0.00,,0-vendite,t,1,7
951200880,FULLMAG FORTE 20CPR,2,0.66,0,0.00,0.00,,0-vendite,f,9,0
986895807,KELUAL DS GEL MOUSSE DET 200ML,2,0.66,0,0.00,0.00,,0-vendite,t,1,6
970981852,POLSIERA MANULITE S,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
990612400,LONGLIFE METABO STIM 60CPS,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
938656966,MULTICENTRUM SELECT 50+ 30CPR,2,0.66,0,0.00,0.00,,0-vendite,t,2,3
950059434,MIGLIORIN GELLULE 180CPS,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
987669722,GIBAUD ORTHO WALKER BASSO TIB2,2,0.66,0,0.00,0.00,,0-vendite,f,99,0
987867607,ZREEN Q10 UBIQUINOLO 100ML,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
986699395,AVENE CICALFATE+ BALSAMO LABBR,2,0.66,0,0.00,0.00,,0-vendite,t,3,4
976967707,EDENIGHT UNG IPERTON HA 5G,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
971337860,BENEFIBRA POLVERE 155G,2,0.66,0,0.00,0.00,,0-vendite,t,4,8
951059043,VIDERMINA INTIMA 500ML NF SP,2,0.66,0,0.00,0.00,,0-vendite,t,3,10
983175377,SHOULDERCROSS ORTESI SPAL DX L,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
972730612,BOSKIN CREMA 500ML,2,0.66,0,0.00,0.00,,0-vendite,t,5,0
942805274,OMK1 LF SOL LIPO OFT STER 10ML,2,0.66,0,0.00,0.00,,0-vendite,t,5,0
923588709,XERATOP LIPOCREMA 200ML,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
911033280,MEPILEX LITE MEDIC 10X10CM 5PZ,2,0.66,0,0.00,0.00,,0-vendite,t,3,0
920891607,EAU DE PHILAE EDT 100ML,2,0.66,0,0.00,0.00,,0-vendite,f,9,0
974058099,REOXALL 100S CREMA CANOVA 50ML,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
930669799,DERMOVITAMINA MICO ONICOMICOSI,2,0.66,0,0.00,0.00,,0-vendite,f,17,10
025519051,"MAG 2*20CPR EFF 2,25G",2,0.66,0,0.00,0.00,,0-vendite,t,2,24
931085411,VISCRIN 20CPR,2,0.66,0,0.00,0.00,,0-vendite,f,5,0
989869072,DEO PRO ACTIVE ROLL 50G PROMO,2,0.66,0,0.00,0.00,,0-vendite,t,1,3
988669848,CORNEIAL GEL 10G,2,0.66,0,0.00,0.00,,0-vendite,f,12,0
921232409,PESCURA FLAT ORIG BYCAST SAB38,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
947073565,RUDRADOL 20CPR,2,0.66,0,0.00,0.00,,0-vendite,t,3,0
952099416,EUPHIDRA CORRETTORE DUO ROSS,2,0.66,0,0.00,0.00,,0-vendite,t,1,3
990860266,NORMAST MPS MICROGRANULI30BUST,2,0.66,0,0.00,0.00,,0-vendite,f,8,0
934545423,PRINCIPIUM EPA-3 FISH 90CPS,2,0.66,0,0.00,0.00,,0-vendite,t,3,0
970540377,BIONIKE SHINE ON BALSAMO 200ML,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
921232676,PESCURA HEEL ORIG BYCAST SAB40,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
937480198,ALIPOV 20CPR,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
913498364,R&R NOBILI RISO C/YOGURT 250G,2,0.66,0,0.00,0.00,,0-vendite,f,99,0
943245290,EUPH FILLER CR LEVIGANTE,2,0.66,0,0.00,0.00,,0-vendite,t,3,3
970384943,COLONLIFE 10CPR+10CPS,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
902660745,CAVILON 3M FILM SPR 3346P 28ML,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
980445858,SENSIBIO GEL MOUSSANT 100ML,2,0.66,0,0.00,0.00,,0-vendite,t,1,4
989414521,RETINORM FLASH 30STICK,2,0.66,0,0.00,0.00,,0-vendite,t,2,0
971621964,CONNETTIVINABIO CREMA 25G,2,0.66,0,0.00,0.00,,0-vendite,t,5,18
990564320,REUFIBER 250G,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
951175557,PHYSIOMANCE MENOMODUL 60CPR,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
921814683,OTOPROF SOL AURICOLARE 100ML,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
041174020,RINAZINA ANTIAL*SPRAY NAS 10ML,2,0.66,0,0.00,0.00,,0-vendite,t,4,26
987437249,POLASE ARANCIA 24BUST PROMO,2,0.66,0,0.00,0.00,,0-vendite,f,31,23
904560428,QUILENE GEL 50ML,2,0.66,0,0.00,0.00,,0-vendite,t,2,0
986091421,PURO SOS COLESTEROLO 60CPR DEG,2,0.66,0,0.00,0.00,,0-vendite,f,99,0
931565687,D-MANNORO 30BUST,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
981391410,AURIDROL GOCCE OTOLOGICHE 15ML,2,0.66,0,0.00,0.00,,0-vendite,t,4,0
906093758,BIOGEL CAPPUCCIO PIC BLIST 1PZ,2,0.66,0,0.00,0.00,,0-vendite,t,2,0
975984598,VERTIWIN 30CPR,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
980812578,PASTA HOFFMANN SELLA NAT 200ML,2,0.66,0,0.00,0.00,,0-vendite,t,4,1
971655067,BARIEDERM UNGUENTO 40G,2,0.66,0,0.00,0.00,,0-vendite,f,10,1
975062908,TRIS NAC 120ML,2,0.66,0,0.00,0.00,,0-vendite,t,2,0
925646794,PELVILEN DUAL ACT 20BUST,2,0.66,0,0.00,0.00,,0-vendite,t,3,0
988099560,RESTOMYL DENTALBONES MINI,2,0.66,0,0.00,0.00,,0-vendite,t,2,0
947089835,UROGERMIN PROSTATA 60SOFTGEL,2,0.66,0,0.00,0.00,,0-vendite,t,5,4
951305147,VINOSUN OLIO SOLARE ABBR SPF50,2,0.66,0,0.00,0.00,,0-vendite,t,12,21
975067695,SEMI DI ZUCCA DECORTICATI 200G,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
990685618,AMARENA SOFFICE CREMA CORPO,2,0.66,0,0.00,0.00,,0-vendite,t,6,5
951376173,COLLAGENE LIQUIDO ANALCO 10FL,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
912283660,SENSIBIO LATTE 250ML,2,0.66,0,0.00,0.00,,0-vendite,f,99,0
979383748,SODIO CLORURO 300CPS 500MG,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
947138107,MONOI TIKI FONDOTINTA COMPATTO,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
951882760,KELUAL DS INTENSIVE SPRAY100ML,2,0.66,0,0.00,0.00,,0-vendite,t,4,6
987411737,RILASTIL SUN SPF50+ AGE REPAIR,2,0.66,0,0.00,0.00,,0-vendite,t,4,7
942602665,MGK VIS ORANGE 30BUST,2,0.66,6.00,53.88,0.00,1,inc-marg>100,f,99,0
985520838,VITGASE FORTE 18BUST,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
990149837,SPACCAPIETRA 180PAST,2,0.66,0,0.00,0.00,,0-vendite,t,5,0
944959206,MULTI 45 50CPR,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
942820515,BARIATRIFAST 30CPR,2,0.66,0,0.00,0.00,,0-vendite,f,14,0
945029229,SOMAT SKIN EX RASSOD CRP 200ML,2,0.66,0,0.00,0.00,,0-vendite,t,1,5
951164336,SOMAT SKIN EX BODY AGE 28STICK,2,0.66,0,0.00,0.00,,0-vendite,t,1,3
931983136,BIO ESSENZE OLIO MAND DOLCI 1L,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
974156592,RESTIVOIL LENIT ZERO 150ML TP,2,0.66,0,0.00,0.00,,0-vendite,f,7,5
979256928,OMRON SFIGMO BRACCIO M3 COMF I,2,0.66,0,0.00,0.00,,0-vendite,t,1,1
103249025,NEOFORACTIL SPRAY*250ML,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
987055872,COLLIRIO ALFA IDRATANTE 10ML,2,0.66,0,0.00,0.00,,0-vendite,t,3,37
951564196,DERCOS TECHNIQUE SH A/FORF GR,2,0.66,0,0.00,0.00,,0-vendite,t,1,1
990553380,EUREKOL VITREO 30CPS,2,0.66,0,0.00,0.00,,0-vendite,t,2,0
970430361,POLYPORUS MICOTHERAPY 90CPS VE,2,0.66,0,0.00,0.00,,0-vendite,t,2,0
980911287,SUN SECURE CREME SPF50+ NF50ML,2,0.66,0,0.00,0.00,,0-vendite,f,11,8
906604273,LONGLIFE BIOFLAVONOIDS PL60TAV,2,0.66,0,0.00,0.00,,0-vendite,t,3,0
983383035,SIG DELILAH 140 FLAT AT P SKI5,2,0.66,0,0.00,0.00,,0-vendite,t,1,0
972050874,DUREX INTENSE ORGASMIC GEL,2,0.66,0,0.00,0.00,,0-vendite,t,3,3
926045687,"BIONIKE SHINE ON5,38 CAST CH C",2,0.66,0,0.00,0.00,,0-vendite,t,1,1
