minsan;nome;ord_12_25giu;ord_dopo_26;prezzo_venduto_pre;prezzo_ora;rincaro_pct;stato;pos_oggi;disponibile
922915576;CONCEIVE PLUS LUBR VAG 75ML;7;1;14.21;15.72;10.6;DIMEZZATO;10;SI
949973503;DIABEC 60CPS MOLLI;7;0;34.76;40.77;17.3;AMMUTOLITO;16;SI
987388877;IRONDELTA 30CPS;7;1;18.05;20.59;14.1;DIMEZZATO;12;SI
944940853;DINAMIC PLUS 30CPS MOLLI;7;2;15.92;18.21;14.4;DIMEZZATO;14;SI
976335291;YOVIS FLACONCINI 10FL OS;7;2;9.07;9.99;10.1;DIMEZZATO;;SI
981498999;ROC LATTE DOPOSOLE RINFRESCANT;7;1;8.20;11.02;34.4;DIMEZZATO;13;SI
982941662;ESENTA RIMUOVI ADES SPRAY 50ML;6;1;9.48;9.93;4.7;DIMEZZATO;6;SI
947073969;RILASTIL SUN SYS TRANSP SPF50+;6;2;13.55;16.28;20.2;DIMEZZATO;;SI
930494125;LACTOFLORENE PLUS 30CPS;6;2;6.80;7.52;10.6;DIMEZZATO;;SI
949725129;CDS22 FORMULA 450MLD 12BUST;6;2;16.76;18.99;13.3;DIMEZZATO;9;SI
983192081;LUBRIMIL 20BUST;6;0;14.01;16.45;17.5;AMMUTOLITO;13;SI
938146901;VITAMINA D3 5000 UI 60CPS;6;0;25.87;30.02;16.0;AMMUTOLITO;10;SI
975040522;COBAXIL B12 1000MCG 5CPR SUNBL;6;1;17.18;18.40;7.1;DIMEZZATO;4;SI
040313049;TACHIPIRINA OROSOL*12BS 500MG;6;0;6.71;7.38;10.0;AMMUTOLITO;;SI
975609948;REONAT 30CPR;6;0;22.88;26.24;14.7;AMMUTOLITO;14;SI
971486713;JUNGLE FORMULA MOLTO FORTE SPR;6;1;6.79;8.24;21.4;DIMEZZATO;;SI
975816190;OLEA D3 PLUS GOCCE 20ML;6;2;14.90;16.63;11.6;DIMEZZATO;9;SI
029278025;KETOFTIL*COLL25FL0,5ML0,5MG/ML;6;0;13.81;15.18;9.9;AMMUTOLITO;13;SI
990004071;PROINTEX 14BUST;6;2;31.71;37.54;18.4;DIMEZZATO;5;SI
023358068;GEFFER*OS GRAT EFF 24BUST 5G;6;2;11.54;12.69;10.0;DIMEZZATO;;SI
989265564;VITAMINDERMINA STICK LAB 4,5ML;6;0;2.19;5.61;156.6;AMMUTOLITO;;SI
951195369;HYALONE INTRA-ART 60MG 4ML 1PZ;6;0;70.96;79.98;12.7;AMMUTOLITO;10;SI
950915470;FIDEK 40CPR 1,5G DRN;6;0;23.41;30.23;29.2;AMMUTOLITO;13;SI
952110029;TIOBEC LAC 30CPR;6;1;23.60;26.55;12.5;DIMEZZATO;15;SI
950956817;COLIPRAL 30CPS;5;0;15.96;17.66;10.7;AMMUTOLITO;6;SI
938772124;COYAL 30CPR GASTROPROTETTE;5;0;20.69;22.60;9.2;AMMUTOLITO;5;SI
032186013;BIALCOL MED*SOL CUT300ML1MG/ML;5;0;2.38;2.97;24.8;AMMUTOLITO;;SI
980769640;EFFACLAR GEL PEELING 400ML ;5;1;12.87;17.50;36.0;DIMEZZATO;5;SI
971390226;HEPILOR LIQUIDO 20BUST MONOD;5;1;16.52;18.65;12.9;DIMEZZATO;10;SI
981566577;FRESUBIN 2KCAL CREMA CAPPUCCIN;5;0;11.94;12.58;5.4;AMMUTOLITO;8;SI
971715976;NORAD 30CPR 900MG;5;0;19.00;20.77;9.3;AMMUTOLITO;2;SI
909089031;ACQUA SIRMIONE MIN NAT 6F 15ML;5;0;6.78;8.48;25.1;AMMUTOLITO;;SI
972295671;CONNETTIVINABIO PLUS CREMA 25G;5;1;8.82;9.77;10.8;DIMEZZATO;;SI
972525240;FOLAMET 30CPR 500MG;5;1;22.15;23.56;6.3;DIMEZZATO;4;SI
033913017;DOLAUT*GEL SPRAY FL 25G 40MG/G;5;1;12.17;13.43;10.4;DIMEZZATO;12;SI
945122226;MASSIGEN PROBIOTICI 10FLX8ML;5;1;5.82;6.42;10.3;DIMEZZATO;;SI
923139505;LIPOSCUDIL PLUS 30CPS;5;1;16.68;17.98;7.8;DIMEZZATO;;SI
944910165;PRINCIPIUM MAGNESIO COMP180CPR;5;0;20.77;22.15;6.6;AMMUTOLITO;16;SI
035618053;MOMENTACT*20CPR RIV 400MG;5;0;7.73;10.27;32.8;AMMUTOLITO;7;SI
941078065;MANNOCIST-D MOUSSE DET ANTIBAT;5;0;7.15;8.98;25.6;AMMUTOLITO;12;SI
924531155;IDEAL SOLEIL SPRAY INVISIBLE50;5;1;10.19;20.31;99.3;DIMEZZATO;;SI
941999094;PROLIFE 10 FORTE 12FL 8ML;5;1;6.52;7.12;9.3;DIMEZZATO;;SI
012745117;TACHIPIRINA*GRAT EFF20BS 500MG;5;0;6.21;6.80;9.5;AMMUTOLITO;;SI
023603018;PEVARYL*CREMA 30G 1%;5;1;11.33;12.22;7.9;DIMEZZATO;16;SI
985910379;PREP CREMA DEODORANTE 35ML;5;0;2.65;3.19;20.3;AMMUTOLITO;;SI
942210170;PICNOVEN DREN 100CPR;5;0;27.57;31.60;14.6;AMMUTOLITO;11;SI
986150732;CORDEV SOLUZIONE OFTALMICA10ML;5;1;17.12;18.13;5.9;DIMEZZATO;3;SI
935501371;VEA INTIMO TT CR IGIENE INTIMA;5;0;9.78;12.08;23.5;AMMUTOLITO;11;SI
943129371;VISUXL GEL 10ML;5;1;15.99;20.26;26.7;DIMEZZATO;14;SI
027261015;ALOXIDIL*SOLUZ 60ML 20MG/ML;5;0;13.76;17.15;24.6;AMMUTOLITO;14;SI
976392225;PHYSIOMANCE GLUCO 3 90CPR;5;1;37.48;44.39;18.4;DIMEZZATO;9;SI
951269289;CITIZIN Q10 ORO 30STICK-PACK;5;0;37.10;45.16;21.7;AMMUTOLITO;11;SI
989690728;BIMILLE 15CPR SUBLINGUALI;5;0;16.30;18.45;13.2;AMMUTOLITO;12;SI
029396052;BUSCOFEN*24CPS MOLLI 200MG;5;0;9.49;10.59;11.6;AMMUTOLITO;;SI
937030815;ARGIVIT 14BUST;5;0;15.89;18.07;13.7;AMMUTOLITO;13;SI
947318578;ZINCOGEN PET IMMUNO 30STICK;5;0;17.50;19.66;12.4;AMMUTOLITO;3;SI
986287706;MYOOPS 15CPR;4;0;10.71;11.45;7.0;AMMUTOLITO;7;SI
012812018;ROVIGON*30CPR RIV MAST;4;0;10.09;10.98;8.9;AMMUTOLITO;4;SI
930196706;TERPROLINE PROFESSIONAL 250ML;4;1;52.08;63.13;21.2;DIMEZZATO;3;SI
944918655;PROLIFE ZEROGAS 45CPR;4;1;4.67;5.78;23.9;DIMEZZATO;12;SI
930380985;MELCALIN MGK 28BUST;4;1;16.86;17.54;4.1;DIMEZZATO;5;SI
947073957;RILASTIL SUN SYS SPRAY SPF50+;4;0;12.78;16.34;27.9;AMMUTOLITO;;SI
904459361;TRIADE 30CPR;4;0;10.75;12.51;16.3;AMMUTOLITO;12;SI
949659282;VISUCONDRIO 30CPR;4;0;20.89;23.46;12.3;AMMUTOLITO;7;SI
949994394;DAV 30CPR RIVESTITE;4;1;18.16;20.12;10.8;DIMEZZATO;9;SI
950125777;EDEMASE 20CPR;4;0;18.15;20.40;12.4;AMMUTOLITO;10;SI
930856125;SAUGELLA ASSORBENTI NTT12PZ TP;4;1;2.50;2.92;16.8;DIMEZZATO;;SI
950390563;ENTEROLACTIS PLUS 30CPS;4;0;21.21;22.50;6.1;AMMUTOLITO;7;SI
951032871;SYNAPSINE L 1000 10FL;4;0;26.95;32.22;19.5;AMMUTOLITO;11;SI
951091723;BIOMAVET CANE 750MG 12CPR;4;1;11.54;13.11;13.6;DIMEZZATO;12;SI
904711645;VEA LIPOGEL IDRAT PROT 200ML;4;1;43.97;45.60;3.7;DIMEZZATO;;SI
951365206;LIPIKAR BAUME AP+MAX 400ML;4;0;18.57;22.12;19.1;AMMUTOLITO;13;SI
905171233;TAURETINA 30CPS;4;0;17.03;18.84;10.6;AMMUTOLITO;13;SI
951501408;ADCMYFOLIC 30CPR;4;0;16.04;17.24;7.5;AMMUTOLITO;4;SI
931608196;ELMEX BIMBI DENTIFRICIO 50ML;4;0;2.97;3.50;18.0;AMMUTOLITO;;SI
907152882;VASODREN 30CPR FILMATE;4;0;15.27;16.88;10.5;AMMUTOLITO;7;SI
932750300;NUTRIPROST ONE 20CPS;4;0;16.49;17.87;8.4;AMMUTOLITO;5;SI
971483526;La Roche-Posay Anthelios Gel Crema Solar;4;0;11.01;15.99;45.3;AMMUTOLITO;9;SI
971483615;ANTHELIOS SPRAY INV VISO 50+;4;1;10.74;13.56;26.2;DIMEZZATO;;SI
908224431;LONGLIFE MAGNESIUM375 OR100TAV;4;0;14.93;16.66;11.6;AMMUTOLITO;;SI
034548230;VOLTAREN EMULGEL*GEL 180G 2%;4;1;20.76;22.96;10.6;DIMEZZATO;;SI
934388620;MILESAX 14BUST;4;0;17.99;19.45;8.1;AMMUTOLITO;13;SI
974021418;PROSTYM 30CPS;4;1;21.44;23.89;11.4;DIMEZZATO;12;SI
934503665;LUBRIGYN DETERGENTE 200ML PROM;4;1;5.88;7.70;31.0;DIMEZZATO;;SI
036818021;FINACEA*GEL 30G 15%;4;1;18.75;20.62;10.0;DIMEZZATO;3;SI
018723080;ACTIFED*12CPR 2,5MG+60MG;4;1;5.81;7.84;35.0;DIMEZZATO;6;SI
025829084;MOMENDOL*12CPR RIV 220MG;4;0;6.81;7.59;11.5;AMMUTOLITO;;SI
976292918;LUMAGE ULTRA 40CPR;4;1;26.90;30.50;13.4;DIMEZZATO;14;SI
976332940;VASOMED MAMMA 30CPR;4;0;17.10;19.54;14.3;AMMUTOLITO;10;SI
976336952;OMEGOR VITALITY 1000 90CPS;4;0;25.57;28.10;9.9;AMMUTOLITO;16;SI
976392213;PHYSIOMANCE UBIQUINOL 3 30PRL;4;0;29.81;33.85;13.5;AMMUTOLITO;15;SI
976597068;ZZZQUIL SONNO 30PAST;4;1;8.06;11.01;36.6;DIMEZZATO;9;SI
976796591;SOMAPROST PLUS 20STICK;4;1;17.58;19.23;9.4;DIMEZZATO;3;SI
976906990;ZENTIVA PRONTO RECUPERO 14BUST;4;0;3.99;8.38;110.0;AMMUTOLITO;15;SI
978448506;CONNETTIVINASTICKSUN SPF30 3G;4;0;5.56;7.50;34.9;AMMUTOLITO;;SI
979082625;TRICOVEL PRP PLUS CELSI 30ML;4;0;48.57;64.48;32.8;AMMUTOLITO;7;SI
979196615;PARSON 20BUST;4;0;29.09;34.11;17.3;AMMUTOLITO;17;SI
979334632;AVEENO PN DETERGENTE INTIMO;4;1;4.91;6.87;39.9;DIMEZZATO;;SI
979821877;IKEN UP PLUS CANI/GATTI 40CPR;4;0;16.28;21.98;35.0;AMMUTOLITO;6;SI
938586563;LIQUIPEF 60CPR;4;1;17.26;20.19;17.0;DIMEZZATO;15;SI
980258925;COLIN A 600 30F 10ML;4;0;36.75;43.53;18.5;AMMUTOLITO;14;SI
938766781;GLUCOFIX TECH SENSOR 50STR;4;1;18.78;22.40;19.3;DIMEZZATO;2;SI
980302537;MAGNESIO SUPREMO DONNA 150G;4;1;14.73;16.26;10.4;DIMEZZATO;;SI
938846096;DENTIFRICIO PLACCA&CARIE 100ML;4;0;0.85;1.39;63.5;AMMUTOLITO;;SI
006228062;FOILLE SCOTTATURE*CREMA 29,5G;4;0;6.82;7.93;16.4;AMMUTOLITO;;SI
043880032;IMODIUM*12CPR OROSOL 2MG;4;0;9.43;10.37;10.0;AMMUTOLITO;2;SI
981498951;ROC SOLARE VISO 50 A/MACCHIE;4;0;8.86;17.50;97.5;AMMUTOLITO;6;SI
045624032;DULCOLAX*40CPR RIV 5MG;4;0;7.96;8.75;9.9;AMMUTOLITO;2;SI
981906910;PURO LIPIDS 10ML;4;1;13.45;14.65;9.0;DIMEZZATO;1;SI
981920933;SOLLIEVO FISIOLAX 90CPR;4;0;13.87;15.26;10.0;AMMUTOLITO;;SI
981938564;VITIWIKEN 30CPR;4;0;23.07;25.92;12.4;AMMUTOLITO;9;SI
982444921;RETIGAN Q10 30BUST;4;0;35.93;42.06;17.1;AMMUTOLITO;;SI
922388905;ALLGASAN ACTIVE BALM 50ML;4;1;5.35;7.56;41.3;DIMEZZATO;11;SI
982947451;CAPITAL SPRAY SPF50+ 200ML;4;1;9.93;19.75;98.9;DIMEZZATO;;SI
982953705;ESI ALOE VERA GEL PURO 200ML;4;1;9.90;12.08;22.0;DIMEZZATO;;SI
982981666;ANTHELIOS FLUIDO UVM50+ S/PROF;4;0;12.72;15.80;24.2;AMMUTOLITO;;SI
982981680;ANTHELIOS FAMILY SPR 50+ 300ML;4;0;15.69;19.15;22.1;AMMUTOLITO;;SI
982998092;MORFOLIC 30CPR;4;0;13.30;13.96;5.0;AMMUTOLITO;3;SI
939312841;OMNISKIN 500 CREMA 500ML;4;0;10.79;13.26;22.9;AMMUTOLITO;;SI
046039032;FASTUADVANCE*SPRAY 25G 4%;4;0;8.52;9.71;14.0;AMMUTOLITO;13;SI
983694377;LIPIKAR BAUME AP+M LIGHT 200ML (06/26);4;0;12.71;15.50;22.0;AMMUTOLITO;;NO
940536016;AMINOMS 30BUST;4;0;25.09;28.53;13.7;AMMUTOLITO;4;SI
983702313;ZALTON DOL 15CPS;4;0;26.08;30.65;17.5;AMMUTOLITO;13;SI
046518015;BENADON*10CPR GASTRORES 300MG;4;1;5.69;6.24;9.6;DIMEZZATO;1;SI
